PN_nN,PN_nP,PN_ATS8dv,PN_ATS6Z,PN_ATS7Z,PN_ATS8Z,PN_ATS6m,PN_ATS7m,PN_ATS8m,PN_ATS8v,PN_ATSC1c,PN_ATSC2c,PN_ATSC3c,PN_ATSC8c,PN_ATSC8dv,PN_ATSC1se,PN_ATSC8se,PN_ATSC1pe,PN_ATSC8pe,PN_ATSC1are,PN_ATSC8are,PN_ATSC1p,PN_ATSC1i,PN_AATSC8c,PN_MATS2c,PN_GATS5p,PN_GATS6p,PN_nBondsT,PN_C1SP1,PN_Xp-5dv,PN_Xp-6dv,PN_Xp-7dv,PN_NtsC,PN_NtN,PN_NdsN,PN_NssO,PN_NdsssP,PN_StsC,PN_SaaaC,PN_StN,PN_SdsN,PN_SssO,PN_SdsssP,PN_nHBAcc,PN_ZMIC5,PN_PEOE_VSA1,PN_SMR_VSA2,PN_SMR_VSA4,PN_SlogP_VSA4,PN_EState_VSA2,PN_EState_VSA5,PN_EState_VSA9,PN_VSA_EState3,PN_VSA_EState9,PN_MDEO-22,PN_MDEN-11,PN_n6ARing,PN_n6AHRing,PN_n10FRing,PN_n10FaRing,PN_TopoPSA(NO),PN_TopoPSA,PN_GGI8,PN_GGI10,ini_AATS6v,ini_AATS1se,ini_AATS1pe,ini_AATS1are,ini_AATS6p,ini_AATS0i,ini_AATS1i,ini_AATS2i,ini_AATS3i,ini_AATS5i,ini_AATS6i,ini_ATSC2c,ini_AATSC0c,ini_AATSC1c,ini_AATSC2c,ini_AATSC3c,ini_AATSC4c,ini_AATSC6dv,ini_AATSC4d,ini_AATSC4v,ini_AATSC1se,ini_AATSC3se,ini_AATSC1pe,ini_AATSC2pe,ini_AATSC3pe,ini_AATSC1are,ini_AATSC2are,ini_AATSC3are,ini_AATSC1i,ini_AATSC2i,ini_MATS1c,ini_MATS2c,ini_MATS4d,ini_MATS4v,ini_MATS6v,ini_MATS3se,ini_MATS1pe,ini_MATS2pe,ini_MATS1are,ini_MATS2are,ini_MATS4p,ini_MATS1i,ini_MATS2i,ini_MATS3i,ini_GATS4d,ini_GATS5Z,ini_GATS5m,ini_GATS4v,ini_GATS6v,ini_GATS4p,ini_GATS1i,ini_BCUTZ-1l,ini_BCUTm-1l,ini_BCUTse-1l,ini_BCUTpe-1l,ini_BCUTare-1l,ini_Mi,ini_NaaN,ini_SaaN,ini_GhoseFilter,ini_AMID_N,ini_piPC7,ini_naHRing,ini_n6aHRing,doi,PN_name,PN_smile,ratio(/PN),PN_tm,initiator_name,tp,dsc_rate,mol_weight,ini_smiles,PN_pre_homo,PN_pre_lumo,PN_pre_hl,ini_pre_homo,ini_pre_lumo,ini_pre_hl,pre
4,1,1002.777778,3431,3388,3626,12982.43781,12719.75363,13597.78298,35591.54149,-1.333609949,1.045897107,-0.812719922,0.274324295,57.5628858,-1.068138413,-0.025013211,-1.296788184,1.452947656,-1.878577734,1.125815625,-5.623003852,-12.8755338,0.001714527,0.36274852,1.308017775,1.014929777,4,4,3.401809072,1.895932649,1.184890948,4,4,0,5,1,7.815064907,0.0,36.97767534,0.0,29.05579492,-4.405747721,10,36.8125,23.04496739,21.04756622,0.0,45.32445147,39.50234147,48.53093655,33.5687505,36.97767534,-4.405747721,2.387913016,0.461154062,0,0,0,0,158.38,168.19,0.524061476,0.32996633,201.1007549,7.7983312,6.542725,6.39665,1.469922531,158.7990405,146.2755867,146.3634467,155.928483,153.7524654,152.4607504,0.224902477,0.025382411,-0.013391037,0.003627459,-0.003882736,-0.00031702,-0.384274451,0.010387812,1.653843999,-0.007485744,-0.016593479,-0.009882825,0.006981691,-0.026700747,-0.012330374,0.005290653,-0.028215074,0.277160133,-0.388955516,-0.527571512,0.142912321,0.01953125,0.03277798,-0.098264914,-0.259681697,-0.09851334,0.069594436,-0.116634569,0.050044959,0.076235568,0.182596983,-0.256249349,-0.10379564,0.963541667,0.811367927,0.816116799,0.938672198,1.079933519,0.901357632,0.904291803,5.698048386,11.71039426,2.441501551,2.24553696,2.196019038,1.113751732,0,0.0,True,0.160057436,5.963900629,0,0,10.1016/j.reactfunctpolym.2019.104409,"bis(3-(3,4-dicyanophenoxy)phenyl) phenyl phosphate",N#Cc1ccc(Oc2cccc(OP(=O)(Oc3ccccc3)Oc3cccc(Oc4ccc(C#N)c(C#N)c4)c3)c2)cc1C#N,5,172.0,a_APB,248.0,10.0,610.104221,Nc1ccc(Oc2cccc(Oc3ccc(N)cc3)c2)cc1,-6.555146,-3.3507185,3.1793087,-4.729953,-1.3379734,3.3912506,261.7156588224688
4,0,456.0,1666,1560,1492,6121.50214,5804.450899,5583.975882,16662.40746,-0.307368457,0.091273444,-0.077054823,-0.157645163,-79.79861111,-0.052188812,-0.82861075,0.04476875,-1.452552778,-0.003325,-1.526211111,-0.228468055,-1.638971063,-0.002318311,0.073114251,1.089076876,1.100757581,4,4,2.139648603,1.085696968,0.648495374,4,4,0,2,0,7.945723899,0.0,36.37598753,0.0,11.61707525,0.0,6,43.17506355,9.473725908,21.04756622,0.0,45.32445147,11.12690298,0.0,30.52129213,36.37598753,0.0,0.111111111,0.476419031,0,0,0,0,113.62,113.62,0.254472159,0.239159269,198.8912353,7.842527259,6.556896296,6.382333333,1.494588262,157.1182875,143.3288835,144.7968192,152.300181,153.5321669,152.6716108,0.205893454,0.022170526,-0.011560411,0.00239411,-0.000161565,-0.003398899,0.34215865,-0.004089939,-0.889618425,-0.000510643,-0.015500426,-0.008209278,0.014628724,-0.017593623,-0.013501166,0.014893767,-0.019095175,0.230784608,-0.25584649,-0.52143153,0.107986158,-0.006486543,-0.017628549,-0.127482494,-0.189840388,-0.069968743,0.124682506,-0.106972262,0.1180061,0.003635571,0.149302427,-0.165515813,-0.12163623,1.005309083,0.765387372,0.784186248,0.984437113,1.118860284,1.037673295,0.924914799,5.698396284,11.71057627,2.437078936,2.234508739,2.176716192,1.107685582,0,0.0,True,0.113580976,6.642649761,0,0,10.1002/app.28817,"4,4闁?bis(3,4-dicyanophenoxy)biphenyl",N#Cc1ccc(Oc2ccc(-c3ccc(Oc4ccc(C#N)c(C#N)c4)cc3)cc2)cc1C#N,3,,p_BAPS,260.0,10.0,438.1116757,Nc1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(N)cc4)cc3)cc2)cc1,-6.515357,-3.4769795,3.0253305,-5.049,-2.1042144,2.942989,256.02088007337574
9,0,1890.0,6357,6096,6150,23409.42334,22555.34142,22950.7306,69127.78761,-1.073210046,0.422278717,-0.041628898,-0.207597405,-49.66500679,-0.11890919,-0.247323466,0.311516523,-0.35015541,0.132983929,-0.31513445,-0.864147228,-11.92913963,-0.000698981,0.111617714,1.033603862,1.086110333,6,6,7.024994794,3.768867867,2.389289465,6,6,0,6,0,12.15875164,0.0,56.10153851,0.0,36.83812293,0.0,15,91.30174827,28.42117772,31.57134933,0.0,67.98667721,16.69035448,0.0,43.37311329,56.10153851,0.0,0.881240684,0.557342112,0,0,0,0,236.79,236.79,1.008314437,0.927762473,196.1290298,7.864456267,6.535813333,6.354866667,1.495893668,160.0433311,145.9957913,145.8478765,151.3652754,160.2482792,154.9086131,0.081461697,0.021076356,-0.012175719,0.001697119,0.000487047,-0.00144687,0.70187955,0.03067077,-2.794232412,0.000622996,-0.007455436,-0.017685454,0.022977549,-0.003607775,-0.02553411,0.025218648,-0.003719857,0.478582175,-0.102524391,-0.577695651,0.080522396,0.043278721,-0.054591738,-0.293056239,-0.092412228,-0.147942288,0.192211702,-0.198838376,0.196381822,-0.071248687,0.288748127,-0.061857143,-0.205945391,0.901598895,0.760846046,0.773224452,1.019284667,1.260055872,1.123188988,0.888593882,5.699121802,11.71096464,2.436247543,2.233834058,2.176221392,1.117656343,0,0.0,True,0.206819375,5.752175735,0,0,10.1002/pi.5494,"4,4',4''-(((((1,3,5-triazine-2,4,6-triyl)tris(benzene-4,1-diyl))tris(oxy))tris([1,1'-biphenyl]-4',4-diyl))tris(oxy))triphthalonitrile",N#Cc1ccc(Oc2ccc(-c3ccc(Oc4ccc(-c5nc(-c6ccc(Oc7ccc(-c8ccc(Oc9ccc(C#N)c(C#N)c9)cc8)cc7)cc6)nc(-c6ccc(Oc7ccc(-c8ccc(Oc9ccc(C#N)c(C#N)c9)cc8)cc7)cc6)n5)cc4)cc3)cc2)cc1C#N,5,,DDS,292.0,20.0,1239.34928,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,-6.215545,-3.7537622,2.4923682,-5.0931935,-1.8334095,3.260698,289.5720048940055
8,0,2070.0,6884,6354,6066,25828.55151,23941.2566,22962.59672,61921.82899,-1.62232947,0.976410497,-0.670617963,0.566856733,95.07927976,-0.485285753,-0.772879966,-0.198362268,1.852668906,-0.446031067,0.699865735,-1.163623561,-23.15082496,0.002099469,0.198155233,0.990440953,1.098512227,4,4,7.656995501,4.483692076,2.966525573,4,4,0,4,0,7.772328213,0.900439825,37.21843728,0.0,24.33455804,0.0,20,59.88327351,18.94745182,21.04756622,0.0,45.32445147,88.09314478,133.4600755,18.94745182,38.11887711,0.0,0.361556525,0.265683865,0,0,1,1,288.36,288.36,1.34542706,0.93238241,196.1290298,7.864456267,6.535813333,6.354866667,1.495893668,160.0433311,145.9957913,145.8478765,151.3652754,160.2482792,154.9086131,0.081461697,0.021076356,-0.012175719,0.001697119,0.000487047,-0.00144687,0.70187955,0.03067077,-2.794232412,0.000622996,-0.007455436,-0.017685454,0.022977549,-0.003607775,-0.02553411,0.025218648,-0.003719857,0.478582175,-0.102524391,-0.577695651,0.080522396,0.043278721,-0.054591738,-0.293056239,-0.092412228,-0.147942288,0.192211702,-0.198838376,0.196381822,-0.071248687,0.288748127,-0.061857143,-0.205945391,0.901598895,0.760846046,0.773224452,1.019284667,1.260055872,1.123188988,0.888593882,5.699121802,11.71096464,2.436247543,2.233834058,2.176221392,1.117656343,0,0.0,True,0.206819375,5.752175735,0,0,10.1002/masy.200950323,"4-{4-[6-(4-{[5-(4-{6-[4-(3,4-dicyanophenoxy)phenyl]-1,3,5,7-tetraoxo-1H,2H,3H,5H,6H,7H-pyrrolo[3,4-f]isoindol-2-yl}phenoxy)naphthalen-1-yl]oxy}phenyl)-1,3,5,7-tetraoxo-1H,2H,3H,5H,6H,7H-pyrrolo[3,4-f]isoindol-2-yl]phenoxy}benzene-1,2-dicarbonitrile",N#Cc1ccc(Oc2ccc(-n3c(=O)c4cc5c(=O)n(-c6ccc(Oc7cccc8c(Oc9ccc(-n%10c(=O)c%11cc%12c(=O)n(-c%13ccc(Oc%14ccc(C#N)c(C#N)c%14)cc%13)c(=O)c%12cc%11c%10=O)cc9)cccc78)cc6)c(=O)c5cc4c3=O)cc2)cc1C#N,5,,DDS,282.0,10.0,2042.0,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,-6.666027,-4.479375,2.1743522,-5.0931935,-1.8334095,3.260698,288.20356388422937
4,0,760.0,3666,3420,3396,12900.24079,12110.29315,12169.71537,40736.76395,-0.525918681,0.034987689,-0.051953265,-0.084819223,-82.99394802,0.058104728,-0.739763027,0.405139801,-1.289011463,0.308938412,-1.287890352,-0.501324578,-4.043688912,-0.000407785,0.014063128,1.042776977,0.965952415,4,4,4.40086221,2.570733628,1.568404381,4,4,0,4,0,8.124450828,0.0,36.96585258,0.0,24.0304996,0.0,8,50.67988328,18.94745182,21.04756622,0.0,45.32445147,21.95688392,11.12690298,29.47123492,36.96585258,0.0,0.452124432,0.310471921,0,0,0,0,132.08,132.08,0.600151172,0.470360167,197.6383874,7.842527259,6.556896296,6.382333333,1.490295274,157.1182875,143.3288835,144.7968192,152.300181,153.7488469,152.8854227,0.165237913,0.022269787,-0.011446249,0.001921371,-0.001527235,0.00333306,0.588491606,-0.024373915,0.689034538,-0.000510643,-0.015500426,-0.008209278,0.014628724,-0.017593623,-0.013501166,0.014893767,-0.019095175,0.230784608,-0.25584649,-0.513981072,0.086277029,-0.038656434,0.013653808,-0.079584263,-0.189840388,-0.069968743,0.124682506,-0.106972262,0.1180061,0.007181173,0.149302427,-0.165515813,-0.12163623,1.099137931,0.922645115,0.940875874,0.953768137,1.090800135,1.034197215,0.924914799,5.698390475,11.71057449,2.437073338,2.234506121,2.17671481,1.107685582,0,0.0,True,0.11374624,6.629363253,0,0,10.1002/pola.27659,"4,4'-(((((hexane-1,6-diylbis(oxy))bis(4,1-phenylene))bis(propane-2,2-diyl))bis(4,1-phenylene))bis(oxy))diphthalonitrile",CC(C)(c1ccc(OCCCCCCOc2ccc(C(C)(C)c3ccc(Oc4ccc(C#N)c(C#N)c4)cc3)cc2)cc1)c1ccc(Oc2ccc(C#N)c(C#N)c2)cc1,5,,m_BAPS,250.0,10.0,790.351906,Nc1cccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4cccc(N)c4)cc3)cc2)c1,-5.891918,-3.0433645,2.832432,-5.1080737,-2.0812035,3.0253086,256.9352860849567
4,0,456.0,1666,1560,1492,6121.50214,5804.450899,5583.975882,16662.40746,-0.307368457,0.091273444,-0.077054823,-0.157645163,-79.79861111,-0.052188812,-0.82861075,0.04476875,-1.452552778,-0.003325,-1.526211111,-0.228468055,-1.638971063,-0.002318311,0.073114251,1.089076876,1.100757581,4,4,2.139648603,1.085696968,0.648495374,4,4,0,2,0,7.945723899,0.0,36.37598753,0.0,11.61707525,0.0,6,43.17506355,9.473725908,21.04756622,0.0,45.32445147,11.12690298,0.0,30.52129213,36.37598753,0.0,0.111111111,0.476419031,0,0,0,0,113.62,113.62,0.254472159,0.239159269,196.1290298,7.864456267,6.535813333,6.354866667,1.495893668,160.0433311,145.9957913,145.8478765,151.3652754,160.2482792,154.9086131,0.081461697,0.021076356,-0.012175719,0.001697119,0.000487047,-0.00144687,0.70187955,0.03067077,-2.794232412,0.000622996,-0.007455436,-0.017685454,0.022977549,-0.003607775,-0.02553411,0.025218648,-0.003719857,0.478582175,-0.102524391,-0.577695651,0.080522396,0.043278721,-0.054591738,-0.293056239,-0.092412228,-0.147942288,0.192211702,-0.198838376,0.196381822,-0.071248687,0.288748127,-0.061857143,-0.205945391,0.901598895,0.760846046,0.773224452,1.019284667,1.260055872,1.123188988,0.888593882,5.699121802,11.71096464,2.436247543,2.233834058,2.176221392,1.117656343,0,0.0,True,0.206819375,5.752175735,0,0,10.1002/pi.5328,"4,4'-Bis(3,4-dicyanophenoxy)biphenyl",N#Cc1ccc(Oc2ccc(-c3ccc(Oc4ccc(C#N)c(C#N)c4)cc3)cc2)cc1C#N,5,,DDS,261.7,20.0,438.1116757,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,-6.515357,-3.4769795,3.0253305,-5.0931935,-1.8334095,3.260698,261.4367860947298
6,0,1200.0,3586,3580,3465,13355.0877,13504.88966,13081.44089,34719.55043,-0.954066864,0.591720349,-0.51240263,0.041520033,-40.32922921,-0.307790281,-2.480925983,-0.124922314,-2.529064463,-0.280020307,-3.363552707,-0.843314149,-13.60065518,0.000274967,0.196864622,0.982584622,1.1045418,4,4,4.235560856,2.337368465,1.477907188,4,4,0,3,0,7.787799955,0.0,36.88747958,0.0,17.61484608,0.0,11,47.60279023,14.21058886,21.04756622,0.0,45.32445147,56.0066356,60.66367068,24.73437197,36.88747958,0.0,0.238110158,0.355627616,0,0,0,0,197.61,197.61,0.732709751,0.499553107,196.1290298,7.864456267,6.535813333,6.354866667,1.495893668,160.0433311,145.9957913,145.8478765,151.3652754,160.2482792,154.9086131,0.081461697,0.021076356,-0.012175719,0.001697119,0.000487047,-0.00144687,0.70187955,0.03067077,-2.794232412,0.000622996,-0.007455436,-0.017685454,0.022977549,-0.003607775,-0.02553411,0.025218648,-0.003719857,0.478582175,-0.102524391,-0.577695651,0.080522396,0.043278721,-0.054591738,-0.293056239,-0.092412228,-0.147942288,0.192211702,-0.198838376,0.196381822,-0.071248687,0.288748127,-0.061857143,-0.205945391,0.901598895,0.760846046,0.773224452,1.019284667,1.260055872,1.123188988,0.888593882,5.699121802,11.71096464,2.436247543,2.233834058,2.176221392,1.117656343,0,0.0,True,0.206819375,5.752175735,0,0,10.1016/j.tca.2020.178749,"4,4'-(((oxybis(1,3-dioxoisoindoline-5,2-diyl))bis(4,1-phenylene))bis(oxy))diphthalonitrile",N#Cc1ccc(Oc2ccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N(c5ccc(Oc7ccc(C#N)c(C#N)c7)cc5)C6=O)cc4C3=O)cc2)cc1C#N,11,,DDS,279.0,15.0,744.139347,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,-6.6697206,-4.061089,2.623347,-5.0931935,-1.8334097,3.2606978,282.42744104057857
4,0,816.8888889,4634,4280,4408,16273.08029,15246.49934,15856.24768,51319.31239,-0.72787346,-0.039112295,0.292297176,0.021619668,-61.81460694,-1.08111585,-0.347618896,-1.036583444,-0.809544655,-1.450589647,-0.694611951,2.41246107,0.772503135,8.61e-05,-0.012896353,0.961299662,0.764625518,4,4,6.920337634,4.054487039,2.809053226,4,4,0,5,0,8.135416131,0.0,37.11113113,0.0,31.42924553,0.0,9,56.12738815,23.06259891,21.04756622,0.0,45.32445147,21.95688392,0.0,23.06259891,37.11113113,-4.457018686,1.05111594,0.316043108,0,0,0,0,141.31,141.31,0.888888889,0.767880828,197.6383874,7.842527259,6.556896296,6.382333333,1.490295274,157.1182875,143.3288835,144.7968192,152.300181,153.7488469,152.8854227,0.165237913,0.022269787,-0.011446249,0.001921371,-0.001527235,0.00333306,0.588491606,-0.024373915,0.689034538,-0.000510643,-0.015500426,-0.008209278,0.014628724,-0.017593623,-0.013501166,0.014893767,-0.019095175,0.230784608,-0.25584649,-0.513981072,0.086277029,-0.038656434,0.013653808,-0.079584263,-0.189840388,-0.069968743,0.124682506,-0.106972262,0.1180061,0.007181173,0.149302427,-0.165515813,-0.12163623,1.099137931,0.922645115,0.940875874,0.953768137,1.090800135,1.034197215,0.924914799,5.698390475,11.71057449,2.437073338,2.234506121,2.17671481,1.107685582,0,0.0,True,0.11374624,6.629363253,0,0,10.1002/pola.27659,"4,4'-(((((((1,1,3,3-tetramethyldisiloxane-1,3-diyl)bis(methylene))bis(oxy))bis(4,1-phenylene))bis(propane-2,2-diyl))bis(4,1-phenylene))bis(oxy))diphthalonitrile",CC(C)(c1ccc(OC[Si](C)(C)O[Si](C)(C)COc2ccc(C(C)(C)c3ccc(Oc4ccc(C#N)c(C#N)c4)cc3)cc2)cc1)c1ccc(Oc2ccc(C#N)c(C#N)c2)cc1,5,,m_BAPS,264.0,10.0,866.3319738,Nc1cccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4cccc(N)c4)cc3)cc2)c1,-6.0640306,-3.1343324,2.910895,-5.108073,-2.0812035,3.0253081,264.5880433693652
5,0,618.0,2395,2320,2181,8809.119613,8527.94574,7975.354799,25632.75337,-0.356108428,0.118371135,-0.114907319,0.351879866,-10.82840237,-0.027991191,0.907337179,0.118176,1.11054,0.059321302,1.377423669,-0.287054043,-3.962988927,0.002932332,0.082308415,1.015701367,0.994424893,4,4,2.751626967,1.395033819,0.821942968,4,4,0,2,0,8.000528922,0.0,36.58661446,0.0,11.66971306,0.0,7,38.99732341,9.473725908,21.04756622,0.0,45.32445147,11.12690298,0.0,19.99750902,36.58661446,0.0,0.0625,0.389958236,0,0,0,0,126.51,126.51,0.253464349,0.18141006,214.6230188,7.797438714,6.588607143,6.42975,1.554433721,157.7241232,144.2829541,144.2473592,152.7863313,158.8671411,153.4679037,0.11433493,0.021862207,-0.010481215,0.00272226,-0.001864785,-0.005062069,0.027591613,-0.011132215,-0.493312621,-0.006957746,-0.014083152,-0.010265324,0.003229385,-0.02185096,-0.012242588,0.002135234,-0.02357572,0.209484854,-0.248741922,-0.47942162,0.124519002,-0.019793621,-0.010781308,-0.021904808,-0.235848387,-0.106939324,0.033642212,-0.118702305,0.020702912,-0.017844526,0.122863421,-0.145887796,-0.130118721,0.905487805,0.855363344,0.859772273,1.008061421,1.04312028,1.011661025,0.840015594,5.684743097,11.69790987,2.425814103,2.230452569,2.181545187,1.109274232,0,0.0,True,0.290974905,5.894316742,0,0,10.1039/c7py01990d,"4,4'-((((1E,1'E)-pyridine-2,6-diylbis(ethene-2,1-diyl))bis(4,1-phenylene))bis(oxy))diphthalonitrile",N#Cc1ccc(Oc2ccc(/C=C/c3cccc(/C=C/c4ccc(Oc5ccc(C#N)c(C#N)c5)cc4)n3)cc2)cc1C#N,10,92.0,4APN,218.0,2.0,567.1695249,N#Cc1ccc(Oc2ccc(N)cc2)cc1C#N,-5.985912,-3.698429,2.29873,-5.6183085,-3.0220132,2.5723324,219.55000422416106
4,0,904.0,2790,2624,2420,10325.13792,10209.64993,9431.966571,22795.70782,-0.559952515,0.136736913,-0.594007902,-0.199137447,-0.652508464,-0.211578327,-1.633541319,-0.180875346,-1.240212989,-0.253127978,-1.976774392,-0.188342324,-0.167669162,-0.002188324,0.061360771,1.083141564,0.98701179,4,4,2.656501965,1.372069803,0.878792716,4,4,0,2,0,7.205485767,0.0,36.37288123,0.0,10.98168158,0.0,6,59.43476318,9.473725908,21.04756622,0.0,45.32445147,45.2518533,36.39820241,30.52129213,36.37288123,0.0,0.1,0.461154062,0,0,0,0,113.62,113.62,0.806248425,0.570145903,199.1206307,7.7983312,6.542725,6.39665,1.465006272,158.7990405,146.2755867,146.3634467,155.928483,154.0924864,152.7890438,0.184273459,0.025515633,-0.013236883,0.002972153,-0.005814746,0.009988094,0.025653378,-0.017313019,4.063366942,-0.007485744,-0.016593479,-0.009882825,0.006981691,-0.026700747,-0.012330374,0.005290653,-0.028215074,0.277160133,-0.388955516,-0.518775407,0.116483592,-0.032552083,0.080532966,-0.031957737,-0.259681697,-0.09851334,0.069594436,-0.116634569,0.050044959,0.082867442,0.182596983,-0.256249349,-0.10379564,1.132161458,1.149616298,1.140198378,0.892173922,1.040553948,0.89490028,0.904291803,5.698042195,11.71039235,2.441481894,2.245518259,2.196003411,1.113751732,0,0.0,True,0.160293115,5.937536205,0,0,10.1002/(SICI)1099-0518(19990701)37:13<2105::AID-POLA25>3.0.CO;2-A,"2,2-bis[4-(3,4-dicyanophenoxy)phenyl]hexafluoropropane",N#Cc1ccc(Oc2ccc(C(c3ccc(Oc4ccc(C#N)c(C#N)c4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1C#N,3,236.5,m_APB,251.0,10.0,588.1,Nc1cccc(Oc2cccc(Oc3cccc(N)c3)c2)c1,-6.6028504,-3.6485114,2.9249117,-4.762878,-1.310863,3.4514418,254.80771656141718
4,0,456.0,1666,1560,1492,6121.50214,5804.450899,5583.975882,16662.40746,-0.307368457,0.091273444,-0.077054823,-0.157645163,-79.79861111,-0.052188812,-0.82861075,0.04476875,-1.452552778,-0.003325,-1.526211111,-0.228468055,-1.638971063,-0.002318311,0.073114251,1.089076876,1.100757581,4,4,2.139648603,1.085696968,0.648495374,4,4,0,2,0,7.945723899,0.0,36.37598753,0.0,11.61707525,0.0,6,43.17506355,9.473725908,21.04756622,0.0,45.32445147,11.12690298,0.0,30.52129213,36.37598753,0.0,0.111111111,0.476419031,0,0,0,0,113.62,113.62,0.254472159,0.239159269,214.6230188,7.797438714,6.588607143,6.42975,1.554433721,157.7241232,144.2829541,144.2473592,152.7863313,158.8671411,153.4679037,0.11433493,0.021862207,-0.010481215,0.00272226,-0.001864785,-0.005062069,0.027591613,-0.011132215,-0.493312621,-0.006957746,-0.014083152,-0.010265324,0.003229385,-0.02185096,-0.012242588,0.002135234,-0.02357572,0.209484854,-0.248741922,-0.47942162,0.124519002,-0.019793621,-0.010781308,-0.021904808,-0.235848387,-0.106939324,0.033642212,-0.118702305,0.020702912,-0.017844526,0.122863421,-0.145887796,-0.130118721,0.905487805,0.855363344,0.859772273,1.008061421,1.04312028,1.011661025,0.840015594,5.684743097,11.69790987,2.425814103,2.230452569,2.181545187,1.109274232,0,0.0,True,0.290974905,5.894316742,0,0,10.1016/j.cclet.2009.12.022,"4,4'-([1,1'-biphenyl]-4,4'-diylbis(oxy))diphthalonitrile",N#Cc1ccc(Oc2ccc(-c3ccc(Oc4ccc(C#N)c(C#N)c4)cc3)cc2)cc1C#N,10,232.0,4APN,253.0,10.0,438.1116757,N#Cc1ccc(Oc2ccc(N)cc2)cc1C#N,-6.515357,-3.4769795,3.0253305,-5.6183085,-3.0220132,2.5723324,244.08509109364047
6,0,2124.0,6993,6768,6948,25776.53365,25222.15661,26021.39773,76302.07729,-1.032416468,0.160210272,0.154506856,-0.55414422,-296.736,-0.119543347,-4.665799104,0.226512,-7.026255,0.08129088,-7.6083624,-0.180978687,-1.938190056,-0.001759188,0.0393899,1.086835955,1.071613658,6,6,7.527623282,4.06223181,2.591863323,6,6,0,6,0,12.05319714,0.0,56.06176906,0.0,36.41377714,0.0,15,92.07488593,28.42117772,31.57134933,0.0,67.98667721,66.7614179,36.39820241,28.42117772,56.06176906,0.0,0.813384739,0.536499699,0,0,0,0,249.33,249.33,1.343159486,0.96479951,196.1290298,7.864456267,6.535813333,6.354866667,1.495893668,160.0433311,145.9957913,145.8478765,151.3652754,160.2482792,154.9086131,0.081461697,0.021076356,-0.012175719,0.001697119,0.000487047,-0.00144687,0.70187955,0.03067077,-2.794232412,0.000622996,-0.007455436,-0.017685454,0.022977549,-0.003607775,-0.02553411,0.025218648,-0.003719857,0.478582175,-0.102524391,-0.577695651,0.080522396,0.043278721,-0.054591738,-0.293056239,-0.092412228,-0.147942288,0.192211702,-0.198838376,0.196381822,-0.071248687,0.288748127,-0.061857143,-0.205945391,0.901598895,0.760846046,0.773224452,1.019284667,1.260055872,1.123188988,0.888593882,5.699121802,11.71096464,2.436247543,2.233834058,2.176221392,1.117656343,0,0.0,True,0.206819375,5.752175735,0,0,10.1016/j.polymer.2020.122490,"4,4',4''-(((((benzene-1,3,5-tricarbonyl)tris(benzene-4,1-diyl))tris(oxy))tris([1,1'-biphenyl]-4',4-diyl))tris(oxy))triphthalonitrile",N#Cc1ccc(Oc2ccc(-c3ccc(Oc4ccc(C(=O)c5cc(C(=O)c6ccc(Oc7ccc(-c8ccc(Oc9ccc(C#N)c(C#N)c9)cc8)cc7)cc6)cc(C(=O)c6ccc(Oc7ccc(-c8ccc(Oc9ccc(C#N)c(C#N)c9)cc8)cc7)cc6)c5)cc4)cc3)cc2)cc1C#N,5,,DDS,263.0,10.0,1320.348277,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,-6.3445253,-3.9192224,2.4696567,-5.0931935,-1.8334095,3.260698,262.1211897504199
