PN_nN,PN_nP,PN_ATS8dv,PN_ATS6Z,PN_ATS7Z,PN_ATS8Z,PN_ATS6m,PN_ATS7m,PN_ATS8m,PN_ATS8v,PN_ATSC1c,PN_ATSC2c,PN_ATSC3c,PN_ATSC8c,PN_ATSC8dv,PN_ATSC1se,PN_ATSC8se,PN_ATSC1pe,PN_ATSC8pe,PN_ATSC1are,PN_ATSC8are,PN_ATSC1p,PN_ATSC1i,PN_AATSC8c,PN_MATS2c,PN_GATS5p,PN_GATS6p,PN_nBondsT,PN_C1SP1,PN_Xp-5dv,PN_Xp-6dv,PN_Xp-7dv,PN_NtsC,PN_NtN,PN_NdsN,PN_NssO,PN_NdsssP,PN_StsC,PN_SaaaC,PN_StN,PN_SdsN,PN_SssO,PN_SdsssP,PN_nHBAcc,PN_ZMIC5,PN_PEOE_VSA1,PN_SMR_VSA2,PN_SMR_VSA4,PN_SlogP_VSA4,PN_EState_VSA2,PN_EState_VSA5,PN_EState_VSA9,PN_VSA_EState3,PN_VSA_EState9,PN_MDEO-22,PN_MDEN-11,PN_n6ARing,PN_n6AHRing,PN_n10FRing,PN_n10FaRing,PN_TopoPSA(NO),PN_TopoPSA,PN_GGI8,PN_GGI10,ini_AATS6v,ini_AATS1se,ini_AATS1pe,ini_AATS1are,ini_AATS6p,ini_AATS0i,ini_AATS1i,ini_AATS2i,ini_AATS3i,ini_AATS5i,ini_AATS6i,ini_ATSC2c,ini_AATSC0c,ini_AATSC1c,ini_AATSC2c,ini_AATSC3c,ini_AATSC4c,ini_AATSC6dv,ini_AATSC4d,ini_AATSC4v,ini_AATSC1se,ini_AATSC3se,ini_AATSC1pe,ini_AATSC2pe,ini_AATSC3pe,ini_AATSC1are,ini_AATSC2are,ini_AATSC3are,ini_AATSC1i,ini_AATSC2i,ini_MATS1c,ini_MATS2c,ini_MATS4d,ini_MATS4v,ini_MATS6v,ini_MATS3se,ini_MATS1pe,ini_MATS2pe,ini_MATS1are,ini_MATS2are,ini_MATS4p,ini_MATS1i,ini_MATS2i,ini_MATS3i,ini_GATS4d,ini_GATS5Z,ini_GATS5m,ini_GATS4v,ini_GATS6v,ini_GATS4p,ini_GATS1i,ini_BCUTZ-1l,ini_BCUTm-1l,ini_BCUTse-1l,ini_BCUTpe-1l,ini_BCUTare-1l,ini_Mi,ini_NaaN,ini_SaaN,ini_GhoseFilter,ini_AMID_N,ini_piPC7,ini_naHRing,ini_n6aHRing,doi,PN_name,PN_smile,ratio(/PN),PN_tm,initiator_name,tp,dsc_rate,mol_weight,ini_smiles,PN_pre_homo,PN_pre_lumo,PN_pre_hl,ini_pre_homo,ini_pre_lumo,ini_pre_hl,pre
4,0,422.0,1394,1348,1262,5222.553791,5026.57343,4735.540684,13318.92501,-0.292256578,0.086047146,-0.248116814,-0.169044764,-12.51523546,-0.09290533,-0.528903402,-0.011162327,-0.562970637,-0.065099169,-0.746907479,-0.368439432,-2.761491298,-0.002914565,0.073054381,0.999657566,1.092760402,4,4,1.523947551,0.737548772,0.404482866,4,4,0,2,0,7.821564004,0.0,36.17876888,0.0,11.48839655,0.0,6,35.77289379,9.473725908,21.04756622,0.0,45.32445147,22.25380597,24.26546827,30.52129213,36.17876888,0.0,0.25,0.577328273,0,0,0,0,113.62,113.62,0.254472159,0.156718702,179.7994577,7.865786364,6.595295455,6.457,1.247751576,161.3119384,146.8107161,149.4408399,157.9475622,162.7939166,162.1916687,0.134338645,0.032335039,-0.0192547,0.001815387,0.002244803,-0.003415037,-0.407886732,0.008080808,-3.22115192,-0.012840925,-0.005029553,-0.018312822,0.011096936,-0.01156068,-0.020805184,0.013396752,-0.009950658,0.125772893,-0.236739792,-0.595474773,0.05614303,0.013397129,-0.066112556,-0.034413735,-0.052123133,-0.133072458,0.080637299,-0.139405105,0.089764914,-0.05233376,0.085475952,-0.160889668,-0.058861471,0.912200957,0.780802591,0.782517719,1.045866899,0.955118212,1.007528522,1.081046044,5.693346296,11.70471614,2.438610242,2.242594223,2.192730592,1.122776848,0,0.0,True,0.169772751,5.424399205,0,0,10.1016/j.polymertesting.2020.106753,"4,4'-(1,3-phenylenebis(oxy))diphthalonitrile",N#Cc1ccc(Oc2cccc(Oc3ccc(C#N)c(C#N)c3)c2)cc1C#N,9,,TCP,277.0,7.0,362.0803756,O=C1NC(Cc2ccc(O)cc2)C(=O)NC1Cc1ccc(O)cc1,-6.6849365,-3.5789404,3.080188,-5.3844094,-1.4937785,3.896325,275.1492805551232
4,0,529.0,1726,1698,1652,6447.579771,6328.086991,6173.991153,18424.0719,-0.303429372,0.060190924,-0.066467136,0.138511976,24.80165289,-0.06784,0.16974,0.018936983,0.735744215,-0.030192562,0.588694215,-0.234021868,-1.655545418,0.00168917,0.048454109,0.991714954,0.986088216,4,4,2.123359474,1.120808494,0.656137573,4,4,0,2,0,7.947195134,1.697743561,36.53920511,0.0,11.85398888,0.0,6,33.69513808,9.473725908,21.04756622,0.0,45.32445147,11.12690298,12.13273414,19.99750902,38.23694867,0.0,0.166666667,0.531022424,0,0,1,1,113.62,113.62,0.344167297,0.177328844,185.8332747,7.791137714,6.525357143,6.388071429,1.403512721,161.0546485,148.9671602,147.6423141,157.0715474,158.3192087,155.0599994,0.183771799,0.025909608,-0.014827358,0.004273763,-0.002405151,-0.005286362,-0.931332204,0.001846576,-0.827959006,-0.009698762,-0.013567572,-0.015450304,0.00736488,-0.023986968,-0.017989751,0.005953118,-0.024737449,0.404910414,-0.375291867,-0.572272558,0.164948954,0.003487445,-0.016383302,-0.144455033,-0.242535959,-0.164156043,0.078250215,-0.183232903,0.060634922,0.024684042,0.2603309,-0.241288112,-0.166348627,0.874352332,0.688168162,0.697192653,0.981448684,1.116787267,0.935922154,0.882145398,5.698019503,11.71036364,2.441540789,2.245642554,2.196120726,1.121577795,0,0.0,True,0.234694912,5.264631309,0,0,10.1039/C3RA46638H,"4,4'-(naphthalene-1,6-diylbis(oxy))diphthalonitrile",N#Cc1ccc(Oc2ccc3c(Oc4ccc(C#N)c(C#N)c4)cccc3c2)cc1C#N,1,,DDE,262.4,10.0,412.0960256,Nc1ccc(Oc2ccc(N)cc2)cc1,-6.4732103,-3.438496,3.0175378,-4.527844,-1.1530185,3.3744347,260.55153145154156
5,0,1000.0,4173,3816,3700,15112.54545,13796.20247,13674.2616,42369.63128,-0.565607886,0.078549627,-0.32119971,-0.064528978,-168.9321498,-0.006364981,-1.770197679,0.279044506,-2.836725355,0.182774717,-3.059358535,-0.368250761,-2.97710583,-0.000343239,0.032140039,1.043424389,1.022378867,5,5,4.456980718,2.535254261,1.492324576,5,5,0,4,0,10.33472553,0.0,47.33750582,0.0,24.39928891,0.0,9,54.40391895,18.94745182,26.30945777,0.0,56.65556434,27.52033541,0.0,18.94745182,47.33750582,0.0,0.540003655,0.53291449,0,0,0,0,155.87,155.87,0.937263794,0.585858586,228.7469914,7.832362341,6.593987805,6.446121951,1.614336931,158.6533412,146.057405,145.802153,154.6830683,153.4722803,150.4247147,0.113252636,0.026502205,-0.01279154,0.001797661,-0.00463105,0.002205344,-0.759162205,0.024424721,2.832921322,-0.008625704,-0.014492978,-0.011925498,0.005761717,-0.019244162,-0.01454834,0.003862296,-0.022064195,0.273143095,-0.336017151,-0.482659451,0.067830615,0.043501171,0.058296041,-0.131880163,-0.218381227,-0.115138461,0.055628302,-0.131683705,0.034959416,0.10471108,0.171343448,-0.210784524,-0.129551585,0.932757611,0.769316532,0.771729011,0.904725219,1.070511208,0.877014164,0.879759838,5.691360955,11.7041764,2.433223484,2.237555251,2.188433416,1.112965622,0,0.0,True,0.219694683,6.235635466,0,0,10.1016/j.polymdegradstab.2009.09.006,"4,4'-((((((2-cyano-1,3-phenylene)bis(oxy))bis(4,1-phenylene))bis(propane-2,2-diyl))bis(4,1-phenylene))bis(oxy))diphthalonitrile",CC(C)(c1ccc(Oc2ccc(C#N)c(C#N)c2)cc1)c1ccc(Oc2cccc(Oc3ccc(C(C)(C)c4ccc(Oc5ccc(C#N)c(C#N)c5)cc4)cc3)c2C#N)cc1,6,,BDB,221.0,5.0,1136.0,N#Cc1c(Oc2ccc(N)cc2)cccc1Oc1ccc(N)cc1,-6.19372,-3.3406973,2.8355792,-5.018424,-2.1082747,2.9083004,230.29041020439155
5,0,768.0,2582,2436,2380,9595.580944,9102.648638,8917.55838,24891.83449,-0.443980018,-0.111622375,0.190013766,0.075227794,-43.60333244,-0.109388969,-1.148733553,-0.002228917,-1.083300134,-0.070437382,-1.456335394,-0.296273813,-3.966262736,0.000683889,-0.060706776,0.99419424,1.042089682,4,4,2.730273326,1.393068805,0.831460047,4,4,0,2,0,7.802123362,0.0,36.57776535,0.0,11.51243681,0.0,9,39.02321682,9.473725908,21.04756622,0.0,45.32445147,45.20815185,36.39820241,19.99750902,36.57776535,0.0,0.071428571,0.410503768,0,0,0,0,160.65,160.65,0.476694381,0.330170391,214.6230188,7.797438714,6.588607143,6.42975,1.554433721,157.7241232,144.2829541,144.2473592,152.7863313,158.8671411,153.4679037,0.11433493,0.021862207,-0.010481215,0.00272226,-0.001864785,-0.005062069,0.027591613,-0.011132215,-0.493312621,-0.006957746,-0.014083152,-0.010265324,0.003229385,-0.02185096,-0.012242588,0.002135234,-0.02357572,0.209484854,-0.248741922,-0.47942162,0.124519002,-0.019793621,-0.010781308,-0.021904808,-0.235848387,-0.106939324,0.033642212,-0.118702305,0.020702912,-0.017844526,0.122863421,-0.145887796,-0.130118721,0.905487805,0.855363344,0.859772273,1.008061421,1.04312028,1.011661025,0.840015594,5.684743097,11.69790987,2.425814103,2.230452569,2.181545187,1.109274232,0,0.0,True,0.290974905,5.894316742,0,0,10.1002/pola.28278,"4,4'-(((pyridine-2,6-dicarbonyl)bis(4,1-phenylene))bis(oxy))diphthalonitrile",N#Cc1ccc(Oc2ccc(C(=O)c3cccc(C(=O)c4ccc(Oc5ccc(C#N)c(C#N)c5)cc4)n3)cc2)cc1C#N,10,,4APN,265.0,15.0,571.128054,N#Cc1ccc(Oc2ccc(N)cc2)cc1C#N,-6.5718837,-3.778226,2.825654,-5.6183085,-3.0220132,2.5723324,261.9660068900377
5,0,768.0,2582,2436,2380,9595.580944,9102.648638,8917.55838,24891.83449,-0.443980018,-0.111622375,0.190013766,0.075227794,-43.60333244,-0.109388969,-1.148733553,-0.002228917,-1.083300134,-0.070437382,-1.456335394,-0.296273813,-3.966262736,0.000683889,-0.060706776,0.99419424,1.042089682,4,4,2.730273326,1.393068805,0.831460047,4,4,0,2,0,7.802123362,0.0,36.57776535,0.0,11.51243681,0.0,9,39.02321682,9.473725908,21.04756622,0.0,45.32445147,45.20815185,36.39820241,19.99750902,36.57776535,0.0,0.071428571,0.410503768,0,0,0,0,160.65,160.65,0.476694381,0.330170391,214.6230188,7.797438714,6.588607143,6.42975,1.554433721,157.7241232,144.2829541,144.2473592,152.7863313,158.8671411,153.4679037,0.11433493,0.021862207,-0.010481215,0.00272226,-0.001864785,-0.005062069,0.027591613,-0.011132215,-0.493312621,-0.006957746,-0.014083152,-0.010265324,0.003229385,-0.02185096,-0.012242588,0.002135234,-0.02357572,0.209484854,-0.248741922,-0.47942162,0.124519002,-0.019793621,-0.010781308,-0.021904808,-0.235848387,-0.106939324,0.033642212,-0.118702305,0.020702912,-0.017844526,0.122863421,-0.145887796,-0.130118721,0.905487805,0.855363344,0.859772273,1.008061421,1.04312028,1.011661025,0.840015594,5.684743097,11.69790987,2.425814103,2.230452569,2.181545187,1.109274232,0,0.0,True,0.290974905,5.894316742,0,0,10.1002/pola.28278,"4,4'-(((pyridine-2,6-dicarbonyl)bis(4,1-phenylene))bis(oxy))diphthalonitrile",N#Cc1ccc(Oc2ccc(C(=O)c3cccc(C(=O)c4ccc(Oc5ccc(C#N)c(C#N)c5)cc4)n3)cc2)cc1C#N,10,,4APN,272.0,20.0,571.128054,N#Cc1ccc(Oc2ccc(N)cc2)cc1C#N,-6.5718837,-3.778226,2.825654,-5.6183085,-3.0220132,2.5723324,267.2406416748786
4,0,916.0,3858,3540,3528,13852.48186,12758.09578,13016.99516,40762.18524,-0.576795198,0.190220076,-0.252550973,-0.002041918,-159.6151603,0.015976646,-1.448838461,0.320434902,-2.251176676,0.225356768,-2.423993003,-0.351816893,-2.968596639,-1.12e-05,0.08147542,1.058446173,1.01456153,4,4,4.344867868,2.458333448,1.460947319,4,4,0,4,0,8.111845846,0.0,37.07054629,0.0,24.40828821,0.0,8,58.65815851,18.94745182,21.04756622,0.0,45.32445147,21.95688392,0.0,18.94745182,37.07054629,0.0,0.540003655,0.327975698,0,0,0,0,132.08,132.08,0.797682036,0.519742883,198.8912353,7.842527259,6.556896296,6.382333333,1.494588262,157.1182875,143.3288835,144.7968192,152.300181,153.5321669,152.6716108,0.205893454,0.022170526,-0.011560411,0.00239411,-0.000161565,-0.003398899,0.34215865,-0.004089939,-0.889618425,-0.000510643,-0.015500426,-0.008209278,0.014628724,-0.017593623,-0.013501166,0.014893767,-0.019095175,0.230784608,-0.25584649,-0.52143153,0.107986158,-0.006486543,-0.017628549,-0.127482494,-0.189840388,-0.069968743,0.124682506,-0.106972262,0.1180061,0.003635571,0.149302427,-0.165515813,-0.12163623,1.005309083,0.765387372,0.784186248,0.984437113,1.118860284,1.037673295,0.924914799,5.698396284,11.71057627,2.437078936,2.234508739,2.176716192,1.107685582,0,0.0,True,0.113580976,6.642649761,0,0,10.1002/pola.26899,"4,4'-(((((1,3-phenylenebis(oxy))bis(4,1-phenylene))bis(propane-2,2-diyl))bis(4,1-phenylene))bis(oxy))diphthalonitrile",CC(C)(c1ccc(Oc2cccc(Oc3ccc(C(C)(C)c4ccc(Oc5ccc(C#N)c(C#N)c5)cc4)cc3)c2)cc1)c1ccc(Oc2ccc(C#N)c(C#N)c2)cc1,5,,p_BAPS,289.0,10.0,782.2893057,Nc1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(N)cc4)cc3)cc2)cc1,-6.1034575,-3.1798213,2.9038098,-5.049,-2.1042144,2.942989,277.3302437676812
4,0,456.0,1666,1560,1492,6121.50214,5804.450899,5583.975882,16662.40746,-0.307368457,0.091273444,-0.077054823,-0.157645163,-79.79861111,-0.052188812,-0.82861075,0.04476875,-1.452552778,-0.003325,-1.526211111,-0.228468055,-1.638971063,-0.002318311,0.073114251,1.089076876,1.100757581,4,4,2.139648603,1.085696968,0.648495374,4,4,0,2,0,7.945723899,0.0,36.37598753,0.0,11.61707525,0.0,6,43.17506355,9.473725908,21.04756622,0.0,45.32445147,11.12690298,0.0,30.52129213,36.37598753,0.0,0.111111111,0.476419031,0,0,0,0,113.62,113.62,0.254472159,0.239159269,196.1290298,7.864456267,6.535813333,6.354866667,1.495893668,160.0433311,145.9957913,145.8478765,151.3652754,160.2482792,154.9086131,0.081461697,0.021076356,-0.012175719,0.001697119,0.000487047,-0.00144687,0.70187955,0.03067077,-2.794232412,0.000622996,-0.007455436,-0.017685454,0.022977549,-0.003607775,-0.02553411,0.025218648,-0.003719857,0.478582175,-0.102524391,-0.577695651,0.080522396,0.043278721,-0.054591738,-0.293056239,-0.092412228,-0.147942288,0.192211702,-0.198838376,0.196381822,-0.071248687,0.288748127,-0.061857143,-0.205945391,0.901598895,0.760846046,0.773224452,1.019284667,1.260055872,1.123188988,0.888593882,5.699121802,11.71096464,2.436247543,2.233834058,2.176221392,1.117656343,0,0.0,True,0.206819375,5.752175735,0,0,10.1002/pi.5328,"4,4'-Bis(3,4-dicyanophenoxy)biphenyl",N#Cc1ccc(Oc2ccc(-c3ccc(Oc4ccc(C#N)c(C#N)c4)cc3)cc2)cc1C#N,5,,DDS,266.3,25.0,438.1116757,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,-6.515357,-3.4769795,3.0253305,-5.0931935,-1.8334095,3.260698,261.32590534174074
4,0,496.0,2022,1856,1844,7296.92129,6755.7084,6838.973777,20886.62534,-0.314050845,0.096994507,-0.073590992,0.058193143,-97.81224992,-0.016564476,-0.672107435,0.11161662,-1.071844383,0.063082548,-1.158388427,-0.197974326,-1.49186627,0.000639485,0.073743704,1.068908211,1.001546188,4,4,2.445204158,1.347353993,0.782108342,4,4,0,2,0,8.008724923,0.0,36.59875723,0.0,11.76420709,0.0,6,43.02418206,9.473725908,21.04756622,0.0,45.32445147,16.54189345,0.0,19.99750902,36.59875723,0.0,0.1,0.461154062,0,0,0,0,113.62,113.62,0.411186697,0.305274972,212.0457536,7.797438714,6.588607143,6.42975,1.54528147,157.7241232,144.2829541,144.2473592,152.7863313,159.1366699,153.7195744,0.094012278,0.021955955,-0.010371121,0.002238388,-0.003279733,0.002458323,0.490082675,-0.034636488,1.267492607,-0.006957746,-0.014083152,-0.010265324,0.003229385,-0.02185096,-0.012242588,0.002135234,-0.02357572,0.209484854,-0.248741922,-0.472360277,0.101948998,-0.061585366,0.027700951,0.050127969,-0.235848387,-0.106939324,0.033642212,-0.118702305,0.020702912,-0.012597645,0.122863421,-0.145887796,-0.130118721,1.020731707,1.145379241,1.137726529,0.97100443,1.010352753,1.006608473,0.840015594,5.684742932,11.69790984,2.425813392,2.230451824,2.181544566,1.109274232,0,0.0,True,0.291116779,5.880271081,0,0,10.1002/pc.23722,"4,4'-((propane-2,2-diylbis(4,1-phenylene))bis(oxy))diphthalonitrile",CC(C)(c1ccc(Oc2ccc(C#N)c(C#N)c2)cc1)c1ccc(Oc2ccc(C#N)c(C#N)c2)cc1,10,,3APN,241.0,20.0,480.1586259,N#Cc1ccc(Oc2cccc(N)c2)cc1C#N,-6.416289,-3.4357033,2.9622993,-5.7104187,-3.0326664,2.6577106,251.6429990348995
4,0,456.0,1666,1560,1492,6121.50214,5804.450899,5583.975882,16662.40746,-0.307368457,0.091273444,-0.077054823,-0.157645163,-79.79861111,-0.052188812,-0.82861075,0.04476875,-1.452552778,-0.003325,-1.526211111,-0.228468055,-1.638971063,-0.002318311,0.073114251,1.089076876,1.100757581,4,4,2.139648603,1.085696968,0.648495374,4,4,0,2,0,7.945723899,0.0,36.37598753,0.0,11.61707525,0.0,6,43.17506355,9.473725908,21.04756622,0.0,45.32445147,11.12690298,0.0,30.52129213,36.37598753,0.0,0.111111111,0.476419031,0,0,0,0,113.62,113.62,0.254472159,0.239159269,198.8912353,7.842527259,6.556896296,6.382333333,1.494588262,157.1182875,143.3288835,144.7968192,152.300181,153.5321669,152.6716108,0.205893454,0.022170526,-0.011560411,0.00239411,-0.000161565,-0.003398899,0.34215865,-0.004089939,-0.889618425,-0.000510643,-0.015500426,-0.008209278,0.014628724,-0.017593623,-0.013501166,0.014893767,-0.019095175,0.230784608,-0.25584649,-0.52143153,0.107986158,-0.006486543,-0.017628549,-0.127482494,-0.189840388,-0.069968743,0.124682506,-0.106972262,0.1180061,0.003635571,0.149302427,-0.165515813,-0.12163623,1.005309083,0.765387372,0.784186248,0.984437113,1.118860284,1.037673295,0.924914799,5.698396284,11.71057627,2.437078936,2.234508739,2.176716192,1.107685582,0,0.0,True,0.113580976,6.642649761,0,0,10.1002/(sici)1099-0518(199808)36:11<1885::Aid-pola23>3.0.Co;2-9,"4,4'-Bis(3,4-dicyanophenoxy)biphenyl",N#Cc1ccc(Oc2ccc(-c3ccc(Oc4ccc(C#N)c(C#N)c4)cc3)cc2)cc1C#N,4,235.0,p_BAPS,252.0,10.0,438.11,Nc1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(N)cc4)cc3)cc2)cc1,-6.515357,-3.4769795,3.0253305,-5.049,-2.1042144,2.942989,256.02088007337574
6,0,2112.0,5438,6136,5209,20856.70508,24238.07352,20413.61806,44356.42307,-1.091721535,0.536109307,-0.982528483,0.491866625,164.4523183,-0.380656,8.173812,-0.339648,11.372228,-0.491354076,12.77108529,-0.459048217,-11.24388245,0.002687796,0.147472666,0.989979183,1.131041304,4,4,4.910604787,2.902564385,1.966047611,4,4,0,2,0,7.430132962,0.0,36.90445849,0.0,11.38332701,0.0,10,60.21773236,9.473725908,21.04756622,0.0,45.32445147,56.62662585,84.92913896,19.99750902,36.90445849,0.0,0.05,0.355627616,0,0,0,0,188.38,188.38,1.325302343,0.747691052,196.1290298,7.864456267,6.535813333,6.354866667,1.495893668,160.0433311,145.9957913,145.8478765,151.3652754,160.2482792,154.9086131,0.081461697,0.021076356,-0.012175719,0.001697119,0.000487047,-0.00144687,0.70187955,0.03067077,-2.794232412,0.000622996,-0.007455436,-0.017685454,0.022977549,-0.003607775,-0.02553411,0.025218648,-0.003719857,0.478582175,-0.102524391,-0.577695651,0.080522396,0.043278721,-0.054591738,-0.293056239,-0.092412228,-0.147942288,0.192211702,-0.198838376,0.196381822,-0.071248687,0.288748127,-0.061857143,-0.205945391,0.901598895,0.760846046,0.773224452,1.019284667,1.260055872,1.123188988,0.888593882,5.699121802,11.71096464,2.436247543,2.233834058,2.176221392,1.117656343,0,0.0,True,0.206819375,5.752175735,0,0,10.1002/app.46151,"4,4'-((((perfluoropropane-2,2-diyl)bis(1,3-dioxoisoindoline-5,2-diyl))bis(4,1-phenylene))bis(oxy))diphthalonitrile",N#Cc1ccc(Oc2ccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(c5ccc(Oc7ccc(C#N)c(C#N)c7)cc5)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc2)cc1C#N,11,144.0,DDS,291.0,10.0,878.1348517,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,-6.7594266,-4.226017,2.5429559,-5.0931935,-1.8334095,3.260698,272.4381933817603
4,0,456.0,1666,1560,1492,6121.50214,5804.450899,5583.975882,16662.40746,-0.307368457,0.091273444,-0.077054823,-0.157645163,-79.79861111,-0.052188812,-0.82861075,0.04476875,-1.452552778,-0.003325,-1.526211111,-0.228468055,-1.638971063,-0.002318311,0.073114251,1.089076876,1.100757581,4,4,2.139648603,1.085696968,0.648495374,4,4,0,2,0,7.945723899,0.0,36.37598753,0.0,11.61707525,0.0,6,43.17506355,9.473725908,21.04756622,0.0,45.32445147,11.12690298,0.0,30.52129213,36.37598753,0.0,0.111111111,0.476419031,0,0,0,0,113.62,113.62,0.254472159,0.239159269,178.8707363,7.5800128,6.313033333,6.1622,1.393905974,160.6777201,147.4742545,146.6631554,152.7806635,160.6935425,156.1673049,0.109818074,0.016386993,-0.009485582,0.002287877,-0.001182926,-0.000718538,-0.254959635,0.009967126,-2.391452027,-0.006540698,-0.003701845,-0.01342635,0.001878406,-0.012970688,-0.01440956,0.001986474,-0.010838526,0.490509246,-0.17252502,-0.578848213,0.139615397,0.01922558,-0.045265645,-0.240440593,-0.15817817,-0.233806818,0.032710616,-0.263326423,0.036301678,-0.041060053,0.317773295,-0.111769237,-0.22209358,0.794252563,0.701909301,0.705914868,1.028738843,1.191275518,1.019182866,0.829903086,5.686882409,11.69837859,2.432016963,2.236126739,2.186305657,1.120293243,0,0.0,True,0.234694912,5.264631309,0,0,10.1002/pola.1988.080261207,"4,4'-([1,1'-biphenyl]-4,4'-diylbis(oxy))diphthalonitrile",N#Cc1ccc(Oc2ccc(-c3ccc(Oc4ccc(C#N)c(C#N)c4)cc3)cc2)cc1C#N,1,233.0,MDA,250.0,10.0,438.1116757,Nc1ccc(Cc2ccc(N)cc2)cc1,-6.515357,-3.4769795,3.0253305,-4.589664,-1.0622977,3.5282323,249.9748986288287
9,0,1890.0,6357,6096,6150,23409.42334,22555.34142,22950.7306,69127.78761,-1.073210046,0.422278717,-0.041628898,-0.207597405,-49.66500679,-0.11890919,-0.247323466,0.311516523,-0.35015541,0.132983929,-0.31513445,-0.864147228,-11.92913963,-0.000698981,0.111617714,1.033603862,1.086110333,6,6,7.024994794,3.768867867,2.389289465,6,6,0,6,0,12.15875164,0.0,56.10153851,0.0,36.83812293,0.0,15,91.30174827,28.42117772,31.57134933,0.0,67.98667721,16.69035448,0.0,43.37311329,56.10153851,0.0,0.881240684,0.557342112,0,0,0,0,236.79,236.79,1.008314437,0.927762473,196.1290298,7.864456267,6.535813333,6.354866667,1.495893668,160.0433311,145.9957913,145.8478765,151.3652754,160.2482792,154.9086131,0.081461697,0.021076356,-0.012175719,0.001697119,0.000487047,-0.00144687,0.70187955,0.03067077,-2.794232412,0.000622996,-0.007455436,-0.017685454,0.022977549,-0.003607775,-0.02553411,0.025218648,-0.003719857,0.478582175,-0.102524391,-0.577695651,0.080522396,0.043278721,-0.054591738,-0.293056239,-0.092412228,-0.147942288,0.192211702,-0.198838376,0.196381822,-0.071248687,0.288748127,-0.061857143,-0.205945391,0.901598895,0.760846046,0.773224452,1.019284667,1.260055872,1.123188988,0.888593882,5.699121802,11.71096464,2.436247543,2.233834058,2.176221392,1.117656343,0,0.0,True,0.206819375,5.752175735,0,0,10.1002/pi.5494,"4,4',4''-(((((1,3,5-triazine-2,4,6-triyl)tris(benzene-4,1-diyl))tris(oxy))tris([1,1'-biphenyl]-4',4-diyl))tris(oxy))triphthalonitrile",N#Cc1ccc(Oc2ccc(-c3ccc(Oc4ccc(-c5nc(-c6ccc(Oc7ccc(-c8ccc(Oc9ccc(C#N)c(C#N)c9)cc8)cc7)cc6)nc(-c6ccc(Oc7ccc(-c8ccc(Oc9ccc(C#N)c(C#N)c9)cc8)cc7)cc6)n5)cc4)cc3)cc2)cc1C#N,5,,DDS,248.0,5.0,1239.34928,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,-6.215545,-3.7537622,2.4923682,-5.0931935,-1.8334095,3.260698,247.88440918536168
4,0,2424.0,7714,6760,5876,29882.64067,26782.33614,23270.68914,50906.70925,-1.075800016,-0.240858204,-1.041509574,0.046712948,-18.63786008,-0.470633702,-4.459078206,-0.451975892,-5.472477366,-0.571022222,-7.0472,-0.104759968,6.120023375,0.000243297,-0.045119869,1.080391727,1.006096221,4,4,5.57842234,2.99373143,1.905225289,4,4,0,4,0,6.813981897,0.0,36.72328256,0.0,20.26221648,0.0,8,99.32615421,18.94745182,21.04756622,0.0,91.8622182,93.78278985,12.13273414,29.47123492,36.72328256,0.0,0.41285096,0.300031261,0,0,0,0,132.08,132.08,1.916351726,1.759820426,214.6230188,7.797438714,6.588607143,6.42975,1.554433721,157.7241232,144.2829541,144.2473592,152.7863313,158.8671411,153.4679037,0.11433493,0.021862207,-0.010481215,0.00272226,-0.001864785,-0.005062069,0.027591613,-0.011132215,-0.493312621,-0.006957746,-0.014083152,-0.010265324,0.003229385,-0.02185096,-0.012242588,0.002135234,-0.02357572,0.209484854,-0.248741922,-0.47942162,0.124519002,-0.019793621,-0.010781308,-0.021904808,-0.235848387,-0.106939324,0.033642212,-0.118702305,0.020702912,-0.017844526,0.122863421,-0.145887796,-0.130118721,0.905487805,0.855363344,0.859772273,1.008061421,1.04312028,1.011661025,0.840015594,5.684743097,11.69790987,2.425814103,2.230452569,2.181545187,1.109274232,0,0.0,True,0.290974905,5.894316742,0,0,10.1002/mame.202100651,"4,4'-((((((perfluoro-[1,1'-biphenyl]-4,4'-diyl)bis(oxy))bis(4,1-phenylene))bis(1,1,1,3,3,3-hexafluoropropane-2,2-diyl))bis(4,1-phenylene))bis(oxy))diphthalonitrile",N#Cc1ccc(Oc2ccc(C(c3ccc(Oc4c(F)c(F)c(-c5c(F)c(F)c(Oc6ccc(C(c7ccc(Oc8ccc(C#N)c(C#N)c8)cc7)(C(F)(F)F)C(F)(F)F)cc6)c(F)c5F)c(F)c4F)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1C#N,10,,4APN,235.0,5.0,1218.13217,N#Cc1ccc(Oc2ccc(N)cc2)cc1C#N,-6.825242,-3.860731,2.926853,-5.6183085,-3.0220132,2.5723324,235.29967671814933
