smiles,gas,dsrate,loss,td
Nc1ccc(S(=O)(=O)c2ccc(-n3c(=O)c4cc5c(=O)n(-c6ccc(S(=O)(=O)c7ccc(NC(=O)c8ccc(C(=O)Cl)cc8)cc7)cc6)c(=O)c5cc4c3=O)cc2)cc1,air,10,25,515
Nc1ccc(S(=O)(=O)c2ccc(-n3c(=O)c4cc5c(=O)n(-c6ccc(S(=O)(=O)c7ccc(NC(=O)c8ccc(C(=O)Cl)cc8)cc7)cc6)c(=O)c5cc4c3=O)cc2)cc1,air,10,50,542
Nc1ccc(Cc2ccc(-n3c(=O)c4cc5c(=O)n(-c6ccc(Cc7ccc(NC(=O)c8ccc(C(=O)Cl)cc8)cc7)cc6)c(=O)c5cc4c3=O)cc2)cc1,N2,10,0,410
Nc1ccc(Cc2ccc(-n3c(=O)c4cc5c(=O)n(-c6ccc(Cc7ccc(NC(=O)c8ccc(C(=O)Cl)cc8)cc7)cc6)c(=O)c5cc4c3=O)cc2)cc1,N2,10,10,463
Nc1ccc(Cc2ccc(-n3c(=O)c4cc5c(=O)n(-c6ccc(Cc7ccc(NC(=O)c8ccc(C(=O)Cl)cc8)cc7)cc6)c(=O)c5cc4c3=O)cc2)cc1,N2,10,25,540
Nc1ccc(Cc2ccc(-n3c(=O)c4cc5c(=O)n(-c6ccc(Cc7ccc(NC(=O)c8ccc(C(=O)Cl)cc8)cc7)cc6)c(=O)c5cc4c3=O)cc2)cc1,N2,10,50,663
Nc1ccc(Cc2ccc(-n3c(=O)c4cc5c(=O)n(-c6ccc(Cc7ccc(NC(=O)c8ccc(C(=O)Cl)cc8)cc7)cc6)c(=O)c5cc4c3=O)cc2)cc1,air,10,0,310
Nc1ccc(Cc2ccc(-n3c(=O)c4cc5c(=O)n(-c6ccc(Cc7ccc(NC(=O)c8ccc(C(=O)Cl)cc8)cc7)cc6)c(=O)c5cc4c3=O)cc2)cc1,air,10,10,455
Nc1ccc(Cc2ccc(-n3c(=O)c4cc5c(=O)n(-c6ccc(Cc7ccc(NC(=O)c8ccc(C(=O)Cl)cc8)cc7)cc6)c(=O)c5cc4c3=O)cc2)cc1,air,10,25,540
Nc1ccc(Cc2ccc(-n3c(=O)c4cc5c(=O)n(-c6ccc(Cc7ccc(NC(=O)c8ccc(C(=O)Cl)cc8)cc7)cc6)c(=O)c5cc4c3=O)cc2)cc1,air,10,50,570
Cc1ccc(-n2c(=O)c3cc4c(=O)n(-c5ccc(C)c(NC(=O)c6ccc(C(=O)Cl)cc6)c5)c(=O)c4cc3c2=O)cc1N,N2,10,0,400
Cc1ccc(-n2c(=O)c3cc4c(=O)n(-c5ccc(C)c(NC(=O)c6ccc(C(=O)Cl)cc6)c5)c(=O)c4cc3c2=O)cc1N,N2,10,10,540
Cc1ccc(-n2c(=O)c3cc4c(=O)n(-c5ccc(C)c(NC(=O)c6ccc(C(=O)Cl)cc6)c5)c(=O)c4cc3c2=O)cc1N,N2,10,25,600
Cc1ccc(-n2c(=O)c3cc4c(=O)n(-c5ccc(C)c(NC(=O)c6ccc(C(=O)Cl)cc6)c5)c(=O)c4cc3c2=O)cc1N,air,10,0,380
Cc1ccc(-n2c(=O)c3cc4c(=O)n(-c5ccc(C)c(NC(=O)c6ccc(C(=O)Cl)cc6)c5)c(=O)c4cc3c2=O)cc1N,air,10,10,460
Cc1ccc(-n2c(=O)c3cc4c(=O)n(-c5ccc(C)c(NC(=O)c6ccc(C(=O)Cl)cc6)c5)c(=O)c4cc3c2=O)cc1N,air,10,25,520
Cc1ccc(-n2c(=O)c3cc4c(=O)n(-c5ccc(C)c(NC(=O)c6ccc(C(=O)Cl)cc6)c5)c(=O)c4cc3c2=O)cc1N,air,10,50,530
NCC1CCCC(Cn2c(=O)c3cc4c(=O)n(CC5CCCC(CNC(=O)c6ccc7c(c6)C(=O)N(CC6CCCC(Cn8c(=O)c9cc%10c(=O)n(CC%11CCCC(CNC(=O)c%12ccc%13c(c%12)C(=O)OC%13=O)C%11)c(=O)c%10cc9c8=O)C6)C7=O)C5)c(=O)c4cc3c2=O)C1,N2,10,0,305
NCC1CCCC(Cn2c(=O)c3cc4c(=O)n(CC5CCCC(CNC(=O)c6ccc7c(c6)C(=O)N(CC6CCCC(Cn8c(=O)c9cc%10c(=O)n(CC%11CCCC(CNC(=O)c%12ccc%13c(c%12)C(=O)OC%13=O)C%11)c(=O)c%10cc9c8=O)C6)C7=O)C5)c(=O)c4cc3c2=O)C1,N2,10,10,420
NCC1CCCC(Cn2c(=O)c3cc4c(=O)n(CC5CCCC(CNC(=O)c6ccc7c(c6)C(=O)N(CC6CCCC(Cn8c(=O)c9cc%10c(=O)n(CC%11CCCC(CNC(=O)c%12ccc%13c(c%12)C(=O)OC%13=O)C%11)c(=O)c%10cc9c8=O)C6)C7=O)C5)c(=O)c4cc3c2=O)C1,N2,10,25,460
NCC1CCCC(Cn2c(=O)c3cc4c(=O)n(CC5CCCC(CNC(=O)c6ccc7c(c6)C(=O)N(CC6CCCC(Cn8c(=O)c9cc%10c(=O)n(CC%11CCCC(CNC(=O)c%12ccc%13c(c%12)C(=O)OC%13=O)C%11)c(=O)c%10cc9c8=O)C6)C7=O)C5)c(=O)c4cc3c2=O)C1,N2,10,50,510
NCC1CCCC(Cn2c(=O)c3cc4c(=O)n(CC5CCCC(CNC(=O)c6ccc7c(c6)C(=O)N(CC6CCCC(Cn8c(=O)c9cc%10c(=O)n(CC%11CCCC(CNC(=O)c%12ccc%13c(c%12)C(=O)OC%13=O)C%11)c(=O)c%10cc9c8=O)C6)C7=O)C5)c(=O)c4cc3c2=O)C1,air,10,0,300
NCC1CCCC(Cn2c(=O)c3cc4c(=O)n(CC5CCCC(CNC(=O)c6ccc7c(c6)C(=O)N(CC6CCCC(Cn8c(=O)c9cc%10c(=O)n(CC%11CCCC(CNC(=O)c%12ccc%13c(c%12)C(=O)OC%13=O)C%11)c(=O)c%10cc9c8=O)C6)C7=O)C5)c(=O)c4cc3c2=O)C1,air,10,10,380
NCC1CCCC(Cn2c(=O)c3cc4c(=O)n(CC5CCCC(CNC(=O)c6ccc7c(c6)C(=O)N(CC6CCCC(Cn8c(=O)c9cc%10c(=O)n(CC%11CCCC(CNC(=O)c%12ccc%13c(c%12)C(=O)OC%13=O)C%11)c(=O)c%10cc9c8=O)C6)C7=O)C5)c(=O)c4cc3c2=O)C1,air,10,25,455
NCC1CCCC(Cn2c(=O)c3cc4c(=O)n(CC5CCCC(CNC(=O)c6ccc7c(c6)C(=O)N(CC6CCCC(Cn8c(=O)c9cc%10c(=O)n(CC%11CCCC(CNC(=O)c%12ccc%13c(c%12)C(=O)OC%13=O)C%11)c(=O)c%10cc9c8=O)C6)C7=O)C5)c(=O)c4cc3c2=O)C1,air,10,50,520
C=CC1CC(C=C)C2C(=O)N(c3cccc4c3OCN(c3ccccc3)C4)C(=O)C12,N2,10,10,431
Nc1cccc(-n2c(=O)c3cc4c(=O)n(-c5cccc(NC(=O)c6ccc7c(c6)C(=O)N(c6cccc(-n8c(=O)c9cc%10c(=O)n(-c%11cccc(NC(=O)c%12ccc%13c(c%12)C(=O)OC%13=O)c%11)c(=O)c%10cc9c8=O)c6)C7=O)c5)c(=O)c4cc3c2=O)c1,N2,10,0,420
Nc1cccc(-n2c(=O)c3cc4c(=O)n(-c5cccc(NC(=O)c6ccc7c(c6)C(=O)N(c6cccc(-n8c(=O)c9cc%10c(=O)n(-c%11cccc(NC(=O)c%12ccc%13c(c%12)C(=O)OC%13=O)c%11)c(=O)c%10cc9c8=O)c6)C7=O)c5)c(=O)c4cc3c2=O)c1,N2,10,10,540
Nc1cccc(-n2c(=O)c3cc4c(=O)n(-c5cccc(NC(=O)c6ccc7c(c6)C(=O)N(c6cccc(-n8c(=O)c9cc%10c(=O)n(-c%11cccc(NC(=O)c%12ccc%13c(c%12)C(=O)OC%13=O)c%11)c(=O)c%10cc9c8=O)c6)C7=O)c5)c(=O)c4cc3c2=O)c1,N2,10,25,600
Nc1cccc(-n2c(=O)c3cc4c(=O)n(-c5cccc(NC(=O)c6ccc7c(c6)C(=O)N(c6cccc(-n8c(=O)c9cc%10c(=O)n(-c%11cccc(NC(=O)c%12ccc%13c(c%12)C(=O)OC%13=O)c%11)c(=O)c%10cc9c8=O)c6)C7=O)c5)c(=O)c4cc3c2=O)c1,air,10,0,410
Nc1cccc(-n2c(=O)c3cc4c(=O)n(-c5cccc(NC(=O)c6ccc7c(c6)C(=O)N(c6cccc(-n8c(=O)c9cc%10c(=O)n(-c%11cccc(NC(=O)c%12ccc%13c(c%12)C(=O)OC%13=O)c%11)c(=O)c%10cc9c8=O)c6)C7=O)c5)c(=O)c4cc3c2=O)c1,air,10,10,535
Nc1cccc(-n2c(=O)c3cc4c(=O)n(-c5cccc(NC(=O)c6ccc7c(c6)C(=O)N(c6cccc(-n8c(=O)c9cc%10c(=O)n(-c%11cccc(NC(=O)c%12ccc%13c(c%12)C(=O)OC%13=O)c%11)c(=O)c%10cc9c8=O)c6)C7=O)c5)c(=O)c4cc3c2=O)c1,air,10,25,553
Nc1cccc(-n2c(=O)c3cc4c(=O)n(-c5cccc(NC(=O)c6ccc7c(c6)C(=O)N(c6cccc(-n8c(=O)c9cc%10c(=O)n(-c%11cccc(NC(=O)c%12ccc%13c(c%12)C(=O)OC%13=O)c%11)c(=O)c%10cc9c8=O)c6)C7=O)c5)c(=O)c4cc3c2=O)c1,air,10,50,560
Nc1ccc(Oc2ccc(-n3c(=O)c4cc5c(=O)n(-c6ccc(Oc7ccc(NC(=O)c8ccc9c(c8)C(=O)N(c8ccc(Oc%10ccc(-n%11c(=O)c%12cc%13c(=O)n(-c%14ccc(Oc%15ccc(NC(=O)c%16ccc%17c(c%16)C(=O)OC%17=O)cc%15)cc%14)c(=O)c%13cc%12c%11=O)cc%10)cc8)C9=O)cc7)cc6)c(=O)c5cc4c3=O)cc2)cc1,N2,10,0,413
Nc1ccc(Oc2ccc(-n3c(=O)c4cc5c(=O)n(-c6ccc(Oc7ccc(NC(=O)c8ccc9c(c8)C(=O)N(c8ccc(Oc%10ccc(-n%11c(=O)c%12cc%13c(=O)n(-c%14ccc(Oc%15ccc(NC(=O)c%16ccc%17c(c%16)C(=O)OC%17=O)cc%15)cc%14)c(=O)c%13cc%12c%11=O)cc%10)cc8)C9=O)cc7)cc6)c(=O)c5cc4c3=O)cc2)cc1,N2,10,10,510
Nc1ccc(Oc2ccc(-n3c(=O)c4cc5c(=O)n(-c6ccc(Oc7ccc(NC(=O)c8ccc9c(c8)C(=O)N(c8ccc(Oc%10ccc(-n%11c(=O)c%12cc%13c(=O)n(-c%14ccc(Oc%15ccc(NC(=O)c%16ccc%17c(c%16)C(=O)OC%17=O)cc%15)cc%14)c(=O)c%13cc%12c%11=O)cc%10)cc8)C9=O)cc7)cc6)c(=O)c5cc4c3=O)cc2)cc1,N2,10,25,560
Nc1ccc(Oc2ccc(-n3c(=O)c4cc5c(=O)n(-c6ccc(Oc7ccc(NC(=O)c8ccc9c(c8)C(=O)N(c8ccc(Oc%10ccc(-n%11c(=O)c%12cc%13c(=O)n(-c%14ccc(Oc%15ccc(NC(=O)c%16ccc%17c(c%16)C(=O)OC%17=O)cc%15)cc%14)c(=O)c%13cc%12c%11=O)cc%10)cc8)C9=O)cc7)cc6)c(=O)c5cc4c3=O)cc2)cc1,N2,10,50,595
Nc1ccc(Oc2ccc(-n3c(=O)c4cc5c(=O)n(-c6ccc(Oc7ccc(NC(=O)c8ccc9c(c8)C(=O)N(c8ccc(Oc%10ccc(-n%11c(=O)c%12cc%13c(=O)n(-c%14ccc(Oc%15ccc(NC(=O)c%16ccc%17c(c%16)C(=O)OC%17=O)cc%15)cc%14)c(=O)c%13cc%12c%11=O)cc%10)cc8)C9=O)cc7)cc6)c(=O)c5cc4c3=O)cc2)cc1,air,10,0,370
Nc1ccc(Oc2ccc(-n3c(=O)c4cc5c(=O)n(-c6ccc(Oc7ccc(NC(=O)c8ccc9c(c8)C(=O)N(c8ccc(Oc%10ccc(-n%11c(=O)c%12cc%13c(=O)n(-c%14ccc(Oc%15ccc(NC(=O)c%16ccc%17c(c%16)C(=O)OC%17=O)cc%15)cc%14)c(=O)c%13cc%12c%11=O)cc%10)cc8)C9=O)cc7)cc6)c(=O)c5cc4c3=O)cc2)cc1,air,10,10,465
Nc1ccc(Oc2ccc(-n3c(=O)c4cc5c(=O)n(-c6ccc(Oc7ccc(NC(=O)c8ccc9c(c8)C(=O)N(c8ccc(Oc%10ccc(-n%11c(=O)c%12cc%13c(=O)n(-c%14ccc(Oc%15ccc(NC(=O)c%16ccc%17c(c%16)C(=O)OC%17=O)cc%15)cc%14)c(=O)c%13cc%12c%11=O)cc%10)cc8)C9=O)cc7)cc6)c(=O)c5cc4c3=O)cc2)cc1,air,10,25,510
Nc1ccc(Oc2ccc(-n3c(=O)c4cc5c(=O)n(-c6ccc(Oc7ccc(NC(=O)c8ccc9c(c8)C(=O)N(c8ccc(Oc%10ccc(-n%11c(=O)c%12cc%13c(=O)n(-c%14ccc(Oc%15ccc(NC(=O)c%16ccc%17c(c%16)C(=O)OC%17=O)cc%15)cc%14)c(=O)c%13cc%12c%11=O)cc%10)cc8)C9=O)cc7)cc6)c(=O)c5cc4c3=O)cc2)cc1,air,10,50,530
Nc1cccc(S(=O)(=O)c2cccc(-n3c(=O)c4cc5c(=O)n(-c6cccc(S(=O)(=O)c7cccc(NC(=O)c8ccc9c(c8)C(=O)N(c8cccc(S(=O)(=O)c%10cccc(-n%11c(=O)c%12cc%13c(=O)n(-c%14cccc(S(=O)(=O)c%15cccc(NC(=O)c%16ccc%17c(c%16)C(=O)OC%17=O)c%15)c%14)c(=O)c%13cc%12c%11=O)c%10)c8)C9=O)c7)c6)c(=O)c5cc4c3=O)c2)c1,N2,10,0,430
Nc1cccc(S(=O)(=O)c2cccc(-n3c(=O)c4cc5c(=O)n(-c6cccc(S(=O)(=O)c7cccc(NC(=O)c8ccc9c(c8)C(=O)N(c8cccc(S(=O)(=O)c%10cccc(-n%11c(=O)c%12cc%13c(=O)n(-c%14cccc(S(=O)(=O)c%15cccc(NC(=O)c%16ccc%17c(c%16)C(=O)OC%17=O)c%15)c%14)c(=O)c%13cc%12c%11=O)c%10)c8)C9=O)c7)c6)c(=O)c5cc4c3=O)c2)c1,N2,10,10,529
Nc1cccc(S(=O)(=O)c2cccc(-n3c(=O)c4cc5c(=O)n(-c6cccc(S(=O)(=O)c7cccc(NC(=O)c8ccc9c(c8)C(=O)N(c8cccc(S(=O)(=O)c%10cccc(-n%11c(=O)c%12cc%13c(=O)n(-c%14cccc(S(=O)(=O)c%15cccc(NC(=O)c%16ccc%17c(c%16)C(=O)OC%17=O)c%15)c%14)c(=O)c%13cc%12c%11=O)c%10)c8)C9=O)c7)c6)c(=O)c5cc4c3=O)c2)c1,N2,10,25,589
Nc1cccc(S(=O)(=O)c2cccc(-n3c(=O)c4cc5c(=O)n(-c6cccc(S(=O)(=O)c7cccc(NC(=O)c8ccc9c(c8)C(=O)N(c8cccc(S(=O)(=O)c%10cccc(-n%11c(=O)c%12cc%13c(=O)n(-c%14cccc(S(=O)(=O)c%15cccc(NC(=O)c%16ccc%17c(c%16)C(=O)OC%17=O)c%15)c%14)c(=O)c%13cc%12c%11=O)c%10)c8)C9=O)c7)c6)c(=O)c5cc4c3=O)c2)c1,N2,10,50,703
Nc1cccc(S(=O)(=O)c2cccc(-n3c(=O)c4cc5c(=O)n(-c6cccc(S(=O)(=O)c7cccc(NC(=O)c8ccc9c(c8)C(=O)N(c8cccc(S(=O)(=O)c%10cccc(-n%11c(=O)c%12cc%13c(=O)n(-c%14cccc(S(=O)(=O)c%15cccc(NC(=O)c%16ccc%17c(c%16)C(=O)OC%17=O)c%15)c%14)c(=O)c%13cc%12c%11=O)c%10)c8)C9=O)c7)c6)c(=O)c5cc4c3=O)c2)c1,air,10,0,370
Nc1cccc(S(=O)(=O)c2cccc(-n3c(=O)c4cc5c(=O)n(-c6cccc(S(=O)(=O)c7cccc(NC(=O)c8ccc9c(c8)C(=O)N(c8cccc(S(=O)(=O)c%10cccc(-n%11c(=O)c%12cc%13c(=O)n(-c%14cccc(S(=O)(=O)c%15cccc(NC(=O)c%16ccc%17c(c%16)C(=O)OC%17=O)c%15)c%14)c(=O)c%13cc%12c%11=O)c%10)c8)C9=O)c7)c6)c(=O)c5cc4c3=O)c2)c1,air,10,10,525
Nc1cccc(S(=O)(=O)c2cccc(-n3c(=O)c4cc5c(=O)n(-c6cccc(S(=O)(=O)c7cccc(NC(=O)c8ccc9c(c8)C(=O)N(c8cccc(S(=O)(=O)c%10cccc(-n%11c(=O)c%12cc%13c(=O)n(-c%14cccc(S(=O)(=O)c%15cccc(NC(=O)c%16ccc%17c(c%16)C(=O)OC%17=O)c%15)c%14)c(=O)c%13cc%12c%11=O)c%10)c8)C9=O)c7)c6)c(=O)c5cc4c3=O)c2)c1,air,10,25,550
Nc1cccc(S(=O)(=O)c2cccc(-n3c(=O)c4cc5c(=O)n(-c6cccc(S(=O)(=O)c7cccc(NC(=O)c8ccc9c(c8)C(=O)N(c8cccc(S(=O)(=O)c%10cccc(-n%11c(=O)c%12cc%13c(=O)n(-c%14cccc(S(=O)(=O)c%15cccc(NC(=O)c%16ccc%17c(c%16)C(=O)OC%17=O)c%15)c%14)c(=O)c%13cc%12c%11=O)c%10)c8)C9=O)c7)c6)c(=O)c5cc4c3=O)c2)c1,air,10,50,560
Nc1ccc(S(=O)(=O)c2ccc(-n3c(=O)c4cc5c(=O)n(-c6ccc(S(=O)(=O)c7ccc(NC(=O)c8ccc9c(c8)C(=O)N(c8ccc(S(=O)(=O)c%10ccc(-n%11c(=O)c%12cc%13c(=O)n(-c%14ccc(S(=O)(=O)c%15ccc(NC(=O)c%16ccc%17c(c%16)C(=O)OC%17=O)cc%15)cc%14)c(=O)c%13cc%12c%11=O)cc%10)cc8)C9=O)cc7)cc6)c(=O)c5cc4c3=O)cc2)cc1,N2,10,0,445
Nc1ccc(S(=O)(=O)c2ccc(-n3c(=O)c4cc5c(=O)n(-c6ccc(S(=O)(=O)c7ccc(NC(=O)c8ccc9c(c8)C(=O)N(c8ccc(S(=O)(=O)c%10ccc(-n%11c(=O)c%12cc%13c(=O)n(-c%14ccc(S(=O)(=O)c%15ccc(NC(=O)c%16ccc%17c(c%16)C(=O)OC%17=O)cc%15)cc%14)c(=O)c%13cc%12c%11=O)cc%10)cc8)C9=O)cc7)cc6)c(=O)c5cc4c3=O)cc2)cc1,N2,10,10,485
Nc1ccc(S(=O)(=O)c2ccc(-n3c(=O)c4cc5c(=O)n(-c6ccc(S(=O)(=O)c7ccc(NC(=O)c8ccc9c(c8)C(=O)N(c8ccc(S(=O)(=O)c%10ccc(-n%11c(=O)c%12cc%13c(=O)n(-c%14ccc(S(=O)(=O)c%15ccc(NC(=O)c%16ccc%17c(c%16)C(=O)OC%17=O)cc%15)cc%14)c(=O)c%13cc%12c%11=O)cc%10)cc8)C9=O)cc7)cc6)c(=O)c5cc4c3=O)cc2)cc1,N2,10,25,550
Nc1ccc(S(=O)(=O)c2ccc(-n3c(=O)c4cc5c(=O)n(-c6ccc(S(=O)(=O)c7ccc(NC(=O)c8ccc9c(c8)C(=O)N(c8ccc(S(=O)(=O)c%10ccc(-n%11c(=O)c%12cc%13c(=O)n(-c%14ccc(S(=O)(=O)c%15ccc(NC(=O)c%16ccc%17c(c%16)C(=O)OC%17=O)cc%15)cc%14)c(=O)c%13cc%12c%11=O)cc%10)cc8)C9=O)cc7)cc6)c(=O)c5cc4c3=O)cc2)cc1,air,10,0,380
Nc1ccc(S(=O)(=O)c2ccc(-n3c(=O)c4cc5c(=O)n(-c6ccc(S(=O)(=O)c7ccc(NC(=O)c8ccc9c(c8)C(=O)N(c8ccc(S(=O)(=O)c%10ccc(-n%11c(=O)c%12cc%13c(=O)n(-c%14ccc(S(=O)(=O)c%15ccc(NC(=O)c%16ccc%17c(c%16)C(=O)OC%17=O)cc%15)cc%14)c(=O)c%13cc%12c%11=O)cc%10)cc8)C9=O)cc7)cc6)c(=O)c5cc4c3=O)cc2)cc1,air,10,10,505
Nc1ccc(S(=O)(=O)c2ccc(-n3c(=O)c4cc5c(=O)n(-c6ccc(S(=O)(=O)c7ccc(NC(=O)c8ccc9c(c8)C(=O)N(c8ccc(S(=O)(=O)c%10ccc(-n%11c(=O)c%12cc%13c(=O)n(-c%14ccc(S(=O)(=O)c%15ccc(NC(=O)c%16ccc%17c(c%16)C(=O)OC%17=O)cc%15)cc%14)c(=O)c%13cc%12c%11=O)cc%10)cc8)C9=O)cc7)cc6)c(=O)c5cc4c3=O)cc2)cc1,air,10,25,560
Nc1ccc(S(=O)(=O)c2ccc(-n3c(=O)c4cc5c(=O)n(-c6ccc(S(=O)(=O)c7ccc(NC(=O)c8ccc9c(c8)C(=O)N(c8ccc(S(=O)(=O)c%10ccc(-n%11c(=O)c%12cc%13c(=O)n(-c%14ccc(S(=O)(=O)c%15ccc(NC(=O)c%16ccc%17c(c%16)C(=O)OC%17=O)cc%15)cc%14)c(=O)c%13cc%12c%11=O)cc%10)cc8)C9=O)cc7)cc6)c(=O)c5cc4c3=O)cc2)cc1,air,10,50,570
Nc1ccc(Cc2ccc(-n3c(=O)c4cc5c(=O)n(-c6ccc(Cc7ccc(NC(=O)c8ccc9c(c8)C(=O)N(c8ccc(Cc%10ccc(-n%11c(=O)c%12cc%13c(=O)n(-c%14ccc(Cc%15ccc(NC(=O)c%16ccc%17c(c%16)C(=O)OC%17=O)cc%15)cc%14)c(=O)c%13cc%12c%11=O)cc%10)cc8)C9=O)cc7)cc6)c(=O)c5cc4c3=O)cc2)cc1,N2,10,0,435
Nc1ccc(Cc2ccc(-n3c(=O)c4cc5c(=O)n(-c6ccc(Cc7ccc(NC(=O)c8ccc9c(c8)C(=O)N(c8ccc(Cc%10ccc(-n%11c(=O)c%12cc%13c(=O)n(-c%14ccc(Cc%15ccc(NC(=O)c%16ccc%17c(c%16)C(=O)OC%17=O)cc%15)cc%14)c(=O)c%13cc%12c%11=O)cc%10)cc8)C9=O)cc7)cc6)c(=O)c5cc4c3=O)cc2)cc1,N2,10,10,515
Nc1ccc(Cc2ccc(-n3c(=O)c4cc5c(=O)n(-c6ccc(Cc7ccc(NC(=O)c8ccc9c(c8)C(=O)N(c8ccc(Cc%10ccc(-n%11c(=O)c%12cc%13c(=O)n(-c%14ccc(Cc%15ccc(NC(=O)c%16ccc%17c(c%16)C(=O)OC%17=O)cc%15)cc%14)c(=O)c%13cc%12c%11=O)cc%10)cc8)C9=O)cc7)cc6)c(=O)c5cc4c3=O)cc2)cc1,N2,10,25,575
Nc1ccc(Cc2ccc(-n3c(=O)c4cc5c(=O)n(-c6ccc(Cc7ccc(NC(=O)c8ccc9c(c8)C(=O)N(c8ccc(Cc%10ccc(-n%11c(=O)c%12cc%13c(=O)n(-c%14ccc(Cc%15ccc(NC(=O)c%16ccc%17c(c%16)C(=O)OC%17=O)cc%15)cc%14)c(=O)c%13cc%12c%11=O)cc%10)cc8)C9=O)cc7)cc6)c(=O)c5cc4c3=O)cc2)cc1,N2,10,50,682
Nc1ccc(Cc2ccc(-n3c(=O)c4cc5c(=O)n(-c6ccc(Cc7ccc(NC(=O)c8ccc9c(c8)C(=O)N(c8ccc(Cc%10ccc(-n%11c(=O)c%12cc%13c(=O)n(-c%14ccc(Cc%15ccc(NC(=O)c%16ccc%17c(c%16)C(=O)OC%17=O)cc%15)cc%14)c(=O)c%13cc%12c%11=O)cc%10)cc8)C9=O)cc7)cc6)c(=O)c5cc4c3=O)cc2)cc1,air,10,0,410
Nc1ccc(Cc2ccc(-n3c(=O)c4cc5c(=O)n(-c6ccc(Cc7ccc(NC(=O)c8ccc9c(c8)C(=O)N(c8ccc(Cc%10ccc(-n%11c(=O)c%12cc%13c(=O)n(-c%14ccc(Cc%15ccc(NC(=O)c%16ccc%17c(c%16)C(=O)OC%17=O)cc%15)cc%14)c(=O)c%13cc%12c%11=O)cc%10)cc8)C9=O)cc7)cc6)c(=O)c5cc4c3=O)cc2)cc1,air,10,10,520
Nc1ccc(Cc2ccc(-n3c(=O)c4cc5c(=O)n(-c6ccc(Cc7ccc(NC(=O)c8ccc9c(c8)C(=O)N(c8ccc(Cc%10ccc(-n%11c(=O)c%12cc%13c(=O)n(-c%14ccc(Cc%15ccc(NC(=O)c%16ccc%17c(c%16)C(=O)OC%17=O)cc%15)cc%14)c(=O)c%13cc%12c%11=O)cc%10)cc8)C9=O)cc7)cc6)c(=O)c5cc4c3=O)cc2)cc1,air,10,25,550
Nc1ccc(Cc2ccc(-n3c(=O)c4cc5c(=O)n(-c6ccc(Cc7ccc(NC(=O)c8ccc9c(c8)C(=O)N(c8ccc(Cc%10ccc(-n%11c(=O)c%12cc%13c(=O)n(-c%14ccc(Cc%15ccc(NC(=O)c%16ccc%17c(c%16)C(=O)OC%17=O)cc%15)cc%14)c(=O)c%13cc%12c%11=O)cc%10)cc8)C9=O)cc7)cc6)c(=O)c5cc4c3=O)cc2)cc1,air,10,50,555
Cc1ccc(-n2c(=O)c3cc4c(=O)n(-c5ccc(C)c(NC(=O)c6ccc7c(c6)C(=O)N(c6cc(-n8c(=O)c9cc%10c(=O)n(-c%11ccc(C)c(NC(=O)c%12ccc%13c(c%12)C(=O)OC%13=O)c%11)c(=O)c%10cc9c8=O)ccc6C)C7=O)c5)c(=O)c4cc3c2=O)cc1N,N2,10,0,420
Cc1ccc(-n2c(=O)c3cc4c(=O)n(-c5ccc(C)c(NC(=O)c6ccc7c(c6)C(=O)N(c6cc(-n8c(=O)c9cc%10c(=O)n(-c%11ccc(C)c(NC(=O)c%12ccc%13c(c%12)C(=O)OC%13=O)c%11)c(=O)c%10cc9c8=O)ccc6C)C7=O)c5)c(=O)c4cc3c2=O)cc1N,N2,10,10,495
Cc1ccc(-n2c(=O)c3cc4c(=O)n(-c5ccc(C)c(NC(=O)c6ccc7c(c6)C(=O)N(c6cc(-n8c(=O)c9cc%10c(=O)n(-c%11ccc(C)c(NC(=O)c%12ccc%13c(c%12)C(=O)OC%13=O)c%11)c(=O)c%10cc9c8=O)ccc6C)C7=O)c5)c(=O)c4cc3c2=O)cc1N,N2,10,25,560
Cc1ccc(-n2c(=O)c3cc4c(=O)n(-c5ccc(C)c(NC(=O)c6ccc7c(c6)C(=O)N(c6cc(-n8c(=O)c9cc%10c(=O)n(-c%11ccc(C)c(NC(=O)c%12ccc%13c(c%12)C(=O)OC%13=O)c%11)c(=O)c%10cc9c8=O)ccc6C)C7=O)c5)c(=O)c4cc3c2=O)cc1N,air,10,0,410
Cc1ccc(-n2c(=O)c3cc4c(=O)n(-c5ccc(C)c(NC(=O)c6ccc7c(c6)C(=O)N(c6cc(-n8c(=O)c9cc%10c(=O)n(-c%11ccc(C)c(NC(=O)c%12ccc%13c(c%12)C(=O)OC%13=O)c%11)c(=O)c%10cc9c8=O)ccc6C)C7=O)c5)c(=O)c4cc3c2=O)cc1N,air,10,10,500
Cc1ccc(-n2c(=O)c3cc4c(=O)n(-c5ccc(C)c(NC(=O)c6ccc7c(c6)C(=O)N(c6cc(-n8c(=O)c9cc%10c(=O)n(-c%11ccc(C)c(NC(=O)c%12ccc%13c(c%12)C(=O)OC%13=O)c%11)c(=O)c%10cc9c8=O)ccc6C)C7=O)c5)c(=O)c4cc3c2=O)cc1N,air,10,25,510
