smiles,gas,dsrate,loss,td
O=CNc1ccc(Oc2ccc(-c3ccc(Oc4ccc(NC(=O)c5ccc6c(c5)C(=O)N(c5ccc(Oc7ccc(Oc8ccc(N9C(=O)c%10ccccc%10C9=O)cc8)cc7)cc5)C6=O)cc4)cc3)cc2)cc1,N2,20,10,561
O=CNc1ccc(Oc2ccccc2-c2ccccc2Oc2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3ccc(Oc5cccc(Oc6ccc(N7C(=O)c8ccccc8C7=O)cc6)c5)cc3)C4=O)cc2)cc1,air,20,10,527
O=CNc1ccc(Oc2ccccc2-c2ccccc2Oc2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3ccc(Oc5cccc(Oc6ccc(N7C(=O)c8ccccc8C7=O)cc6)c5)cc3)C4=O)cc2)cc1,N2,20,10,556
O=CNc1ccc(Oc2ccc(-c3ccc(Oc4ccc(NC(=O)c5ccc6c(c5)C(=O)N(c5ccc(Oc7cccc(Oc8ccc(N9C(=O)c%10ccccc%10C9=O)cc8)c7)cc5)C6=O)cc4)cc3)cc2)cc1,air,20,10,514
O=CNc1ccc(Oc2ccc(-c3ccc(Oc4ccc(NC(=O)c5ccc6c(c5)C(=O)N(c5ccc(Oc7cccc(Oc8ccc(N9C(=O)c%10ccccc%10C9=O)cc8)c7)cc5)C6=O)cc4)cc3)cc2)cc1,N2,20,10,569
O=CNc1ccc(Oc2ccccc2-c2ccccc2Oc2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3ccc(Oc5ccccc5-c5ccccc5Oc5ccc(N6C(=O)c7ccccc7C6=O)cc5)cc3)C4=O)cc2)cc1,air,20,10,515
O=CNc1ccc(Oc2ccccc2-c2ccccc2Oc2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3ccc(Oc5ccccc5-c5ccccc5Oc5ccc(N6C(=O)c7ccccc7C6=O)cc5)cc3)C4=O)cc2)cc1,N2,20,10,554
O=CNc1ccc(Oc2ccc(-c3ccc(Oc4ccc(NC(=O)c5ccc6c(c5)C(=O)N(c5ccc(Oc7ccccc7-c7ccccc7Oc7ccc(N8C(=O)c9ccccc9C8=O)cc7)cc5)C6=O)cc4)cc3)cc2)cc1,air,20,10,512
O=CNc1ccc(Oc2ccc(-c3ccc(Oc4ccc(NC(=O)c5ccc6c(c5)C(=O)N(c5ccc(Oc7ccccc7-c7ccccc7Oc7ccc(N8C(=O)c9ccccc9C8=O)cc7)cc5)C6=O)cc4)cc3)cc2)cc1,N2,20,10,569
O=CNc1ccc(Oc2ccccc2-c2ccccc2Oc2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3ccc(Oc5ccc(-c6ccc(Oc7ccc(N8C(=O)c9ccccc9C8=O)cc7)cc6)cc5)cc3)C4=O)cc2)cc1,air,20,10,538
O=CNc1ccc(Oc2ccccc2-c2ccccc2Oc2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3ccc(Oc5ccc(-c6ccc(Oc7ccc(N8C(=O)c9ccccc9C8=O)cc7)cc6)cc5)cc3)C4=O)cc2)cc1,N2,20,10,557
O=CNc1ccc(Oc2ccc(-c3ccc(Oc4ccc(NC(=O)c5ccc6c(c5)C(=O)N(c5ccc(Oc7ccc(-c8ccc(Oc9ccc(N%10C(=O)c%11ccccc%11C%10=O)cc9)cc8)cc7)cc5)C6=O)cc4)cc3)cc2)cc1,air,20,10,514
O=CNc1ccc(Oc2ccc(-c3ccc(Oc4ccc(NC(=O)c5ccc6c(c5)C(=O)N(c5ccc(Oc7ccc(-c8ccc(Oc9ccc(N%10C(=O)c%11ccccc%11C%10=O)cc9)cc8)cc7)cc5)C6=O)cc4)cc3)cc2)cc1,N2,20,10,568
CC(C)(c1ccc(Oc2ccc(N3C(=O)c4ccccc4C3=O)cc2)cc1)c1ccc(Oc2ccc(N3C(=O)c4ccc(C(=O)Nc5ccc(Oc6ccccc6-c6ccccc6Oc6ccc(NC=O)cc6)cc5)cc4C3=O)cc2)cc1,air,20,10,522
CC(C)(c1ccc(Oc2ccc(N3C(=O)c4ccccc4C3=O)cc2)cc1)c1ccc(Oc2ccc(N3C(=O)c4ccc(C(=O)Nc5ccc(Oc6ccccc6-c6ccccc6Oc6ccc(NC=O)cc6)cc5)cc4C3=O)cc2)cc1,N2,20,10,527
CC(C)(c1ccc(Oc2ccc(N3C(=O)c4ccccc4C3=O)cc2)cc1)c1ccc(Oc2ccc(N3C(=O)c4ccc(C(=O)Nc5ccc(Oc6ccc(-c7ccc(Oc8ccc(NC=O)cc8)cc7)cc6)cc5)cc4C3=O)cc2)cc1,air,20,10,509
CC(C)(c1ccc(Oc2ccc(N3C(=O)c4ccccc4C3=O)cc2)cc1)c1ccc(Oc2ccc(N3C(=O)c4ccc(C(=O)Nc5ccc(Oc6ccc(-c7ccc(Oc8ccc(NC=O)cc8)cc7)cc6)cc5)cc4C3=O)cc2)cc1,N2,20,10,532
O=CNc1ccc(Oc2ccccc2-c2ccccc2Oc2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3ccc(Oc5ccc(S(=O)(=O)c6ccc(Oc7ccc(N8C(=O)c9ccccc9C8=O)cc7)cc6)cc5)cc3)C4=O)cc2)cc1,air,20,10,528
O=CNc1ccc(Oc2ccccc2-c2ccccc2Oc2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3ccc(Oc5ccc(S(=O)(=O)c6ccc(Oc7ccc(N8C(=O)c9ccccc9C8=O)cc7)cc6)cc5)cc3)C4=O)cc2)cc1,N2,20,10,531
O=CNc1ccc(Oc2ccc(-c3ccc(Oc4ccc(NC(=O)c5ccc6c(c5)C(=O)N(c5ccc(Oc7ccc(S(=O)(=O)c8ccc(Oc9ccc(N%10C(=O)c%11ccccc%11C%10=O)cc9)cc8)cc7)cc5)C6=O)cc4)cc3)cc2)cc1,air,20,10,542
O=CNc1ccc(Oc2ccc(-c3ccc(Oc4ccc(NC(=O)c5ccc6c(c5)C(=O)N(c5ccc(Oc7ccc(S(=O)(=O)c8ccc(Oc9ccc(N%10C(=O)c%11ccccc%11C%10=O)cc9)cc8)cc7)cc5)C6=O)cc4)cc3)cc2)cc1,N2,20,10,543
CC(C)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc4ccc(Oc5ccc(N6C(=O)c7ccccc7C6=O)cc5)cc4c3)cc1)C2=O,N2,20,10,575.7
O=c1[nH]c(=O)c2cc3c(=O)n(-c4ccc(Oc5ccc6ccc(Oc7ccccc7)cc6c5)cc4)c(=O)c3cc12,N2,20,10,586.9
O=C(Nc1ccc(Cc2ccccc2)cc1)c1cccc(-c2nc3cc(-c4ccc5[nH]c(-c6cccc(C(=O)Nc7ccc(Cc8ccc(-n9c(=O)c%10cc%11c(=O)[nH]c(=O)c%11cc%10c9=O)cc8)cc7)c6)nc5c4)ccc3[nH]2)c1,air,10,10,475
O=C(Nc1ccc(Cc2ccccc2)cc1)c1cccc(-c2nc3cc(-c4ccc5[nH]c(-c6cccc(C(=O)Nc7ccc(Cc8ccc(-n9c(=O)c%10cc%11c(=O)[nH]c(=O)c%11cc%10c9=O)cc8)cc7)c6)nc5c4)ccc3[nH]2)c1,N2,10,10,510
O=C(Nc1ccc(Cc2ccc(N3C(=O)c4ccc(S(=O)(=O)c5ccc6c(c5)C(=O)N(c5ccc(Cc7ccc(NC(=O)c8cccc(-c9nc%10cc(-c%11ccc%12[nH]cnc%12c%11)ccc%10[nH]9)c8)cc7)cc5)C6=O)cc4C3=O)cc2)cc1)c1ccccc1,air,10,10,441
O=C(Nc1ccc(Cc2ccc(N3C(=O)c4ccc(S(=O)(=O)c5ccc6c(c5)C(=O)N(c5ccc(Cc7ccc(NC(=O)c8cccc(-c9nc%10cc(-c%11ccc%12[nH]cnc%12c%11)ccc%10[nH]9)c8)cc7)cc5)C6=O)cc4C3=O)cc2)cc1)c1ccccc1,N2,10,10,460
CC1(C)C(=O)N(C=O)C(=O)N1C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5ccccc5C4=O)cc3)cc1)C2=O,N2,10,5,285
CC1(C)C(=O)N(C=O)C(=O)N1C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5ccccc5C4=O)cc3)cc1)C2=O,N2,10,10,430
CCC1(CC)C(=O)N(C=O)C(=O)N1C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5ccccc5C4=O)cc3)cc1)C2=O,N2,10,5,310
CCC1(CC)C(=O)N(C=O)C(=O)N1C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5ccccc5C4=O)cc3)cc1)C2=O,N2,10,10,420
Cc1cc(Oc2ccccc2)ccc1-c1ccc(Oc2ccc(N3C(=O)c4ccc(Oc5cccc(C(C)(C)c6cccc(Oc7ccc8c(c7)C(=O)NC8=O)c6)c5)cc4C3=O)cc2)cc1C,air,20,0,471
Cc1cc(C)c(N2C(=O)c3ccc(C(=O)Nc4ccc(NC=O)cc4)cc3C2=O)c(C)c1N1C(=O)c2ccccc2C1=O,N2,10,5,514
Cc1cc(C)c(N2C(=O)c3ccc(C(=O)Nc4ccc(NC=O)cc4)cc3C2=O)c(C)c1N1C(=O)c2ccccc2C1=O,N2,10,10,539
Cc1cc(C)c(NC(=O)c2ccc3c(c2)C(=O)N(c2c(C)cc(C)c(N4C(=O)c5ccccc5C4=O)c2C)C3=O)c(C)c1NC=O,N2,10,5,472
Cc1cc(C)c(NC(=O)c2ccc3c(c2)C(=O)N(c2c(C)cc(C)c(N4C(=O)c5ccccc5C4=O)c2C)C3=O)c(C)c1NC=O,N2,10,10,514
Cc1cc(NC=O)ccc1-c1ccc(NC(=O)c2ccc3c(c2)C(=O)N(c2c(C)cc(C)c(N4C(=O)c5ccccc5C4=O)c2C)C3=O)cc1C,N2,10,5,488
Cc1cc(NC=O)ccc1-c1ccc(NC(=O)c2ccc3c(c2)C(=O)N(c2c(C)cc(C)c(N4C(=O)c5ccccc5C4=O)c2C)C3=O)cc1C,N2,10,10,522
Cc1ccc(C2(c3ccc(C)cc3)NC(=O)N(C(=O)c3ccc(/N=N/c4ccc(C=O)cc4)cc3)C2=O)cc1,N2,10,5,327.5
Cc1ccc(C2(c3ccc(C)cc3)NC(=O)N(C(=O)c3ccc(/N=N/c4ccc(C=O)cc4)cc3)C2=O)cc1,N2,10,10,347.5
CC1(C)NC(=O)N(C(=O)c2ccc(/N=N/c3ccc(C=O)cc3)cc2)C1=O,N2,10,5,337.5
CC1(C)NC(=O)N(C(=O)c2ccc(/N=N/c3ccc(C=O)cc3)cc2)C1=O,N2,10,10,397.5
CCC1(C)NC(=O)N(C(=O)c2ccc(/N=N/c3ccc(C=O)cc3)cc2)C1=O,N2,10,5,317.5
CCC1(C)NC(=O)N(C(=O)c2ccc(/N=N/c3ccc(C=O)cc3)cc2)C1=O,N2,10,10,357.5
O=C(c1ccc(Oc2ccccc2)cc1)c1ccc(Oc2ccc(-n3c(=O)c4cc5c(=O)[nH]c(=O)c5cc4c3=O)cc2)cc1,N2,20,10,572
O=C(c1ccc(Oc2ccccc2)cc1)c1ccc(Oc2ccc(-n3c(=O)c4cc5c(=O)[nH]c(=O)c5cc4c3=O)cc2)cc1,air,20,10,568
O=Cc1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(C(=O)c4ccc(Oc5ccc(N6C(=O)c7ccccc7C6=O)cc5)cc4)cc3)cc1)C2=O,N2,20,10,574
O=Cc1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(C(=O)c4ccc(Oc5ccc(N6C(=O)c7ccccc7C6=O)cc5)cc4)cc3)cc1)C2=O,air,20,10,571
O=C(c1ccc(Oc2ccccc2)cc1)c1ccc(Oc2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)NC6=O)cc4C3=O)cc2)cc1,N2,20,10,581
O=C(c1ccc(Oc2ccccc2)cc1)c1ccc(Oc2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)NC6=O)cc4C3=O)cc2)cc1,air,20,10,579
O=C(c1ccc(Oc2ccccc2)cc1)c1ccc(Oc2ccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)NC6=O)cc4C3=O)cc2)cc1,N2,20,10,577
O=C(c1ccc(Oc2ccccc2)cc1)c1ccc(Oc2ccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)NC6=O)cc4C3=O)cc2)cc1,air,20,10,570
O=C(c1ccc(Oc2ccccc2)cc1)c1ccc(Oc2ccc(N3C(=O)c4ccc(S(=O)(=O)c5ccc6c(c5)C(=O)NC6=O)cc4C3=O)cc2)cc1,N2,20,10,530
O=C(c1ccc(Oc2ccccc2)cc1)c1ccc(Oc2ccc(N3C(=O)c4ccc(S(=O)(=O)c5ccc6c(c5)C(=O)NC6=O)cc4C3=O)cc2)cc1,air,20,10,544
CC(C)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(C(=O)c4ccc(Oc5ccc(N6C(=O)c7ccccc7C6=O)cc5)cc4)cc3)cc1)C2=O,N2,20,10,563
CC(C)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(C(=O)c4ccc(Oc5ccc(N6C(=O)c7ccccc7C6=O)cc5)cc4)cc3)cc1)C2=O,air,20,10,560
Cc1cc(C)cc(-c2c3c(=O)[nH]c(=O)c3c(-c3cc(C)cc(C)c3)c3c(=O)n(-c4cccc(P(=O)(c5ccccc5)c5cc(C)cc(C)c5)c4)c(=O)c23)c1,air,10,5,533
Cc1ccc(P(=O)(c2ccccc2)c2cccc(-n3c(=O)c4c(-c5cc(C)cc(C)c5)c5c(=O)[nH]c(=O)c5c(-c5cc(C)cc(C)c5)c4c3=O)c2)cc1,air,10,5,525
Cc1cc(C)cc(-c2c3c(=O)[nH]c(=O)c3c(-c3cc(C)cc(C)c3)c3c(=O)n(-c4cccc(P(=O)(c5ccccc5)c5ccccc5)c4)c(=O)c23)c1,air,10,5,521
Cc1ccc(-c2c3c(=O)[nH]c(=O)c3c(-c3ccc(C)cc3)c3c(=O)n(-c4cccc(P(=O)(c5ccccc5)c5cc(C)cc(C)c5)c4)c(=O)c23)cc1,air,10,5,525
Cc1ccc(-c2c3c(=O)[nH]c(=O)c3c(-c3ccc(C)cc3)c3c(=O)n(-c4cccc(P(=O)(c5ccccc5)c5ccc(C)cc5)c4)c(=O)c23)cc1,air,10,5,516
Cc1ccc(-c2c3c(=O)[nH]c(=O)c3c(-c3ccc(C)cc3)c3c(=O)n(-c4cccc(P(=O)(c5ccccc5)c5ccccc5)c4)c(=O)c23)cc1,air,10,5,510
Cc1cc(C)cc(P(=O)(c2ccccc2)c2cccc(-n3c(=O)c4c(-c5ccccc5)c5c(=O)[nH]c(=O)c5c(-c5ccccc5)c4c3=O)c2)c1,air,10,5,517
Cc1ccc(P(=O)(c2ccccc2)c2cccc(-n3c(=O)c4c(-c5ccccc5)c5c(=O)[nH]c(=O)c5c(-c5ccccc5)c4c3=O)c2)cc1,air,10,5,506
O=c1[nH]c(=O)c2c(-c3ccccc3)c3c(=O)n(-c4cccc(P(=O)(c5ccccc5)c5ccccc5)c4)c(=O)c3c(-c3ccccc3)c12,air,10,5,503
O=C1NC(=O)c2c(Oc3cccc4c3C(=O)N(c3ccc(Oc5ccccc5)cc3)C4=O)cccc21,air,10,5,500
O=C1NC(=O)c2c(Oc3ccc4c(c3)C(=O)N(c3ccc(Oc5ccccc5)cc3)C4=O)cccc21,air,10,5,505
O=C1NC(=O)c2c(Oc3cccc4c3C(=O)N(c3ccc(Oc5ccc(Oc6ccccc6)cc5)cc3)C4=O)cccc21,air,10,5,493
O=C1NC(=O)c2c(Oc3ccc4c(c3)C(=O)N(c3ccc(Oc5ccc(Oc6ccccc6)cc5)cc3)C4=O)cccc21,air,10,5,486
Cc1cc(N2C(=O)c3ccccc3C2=O)ccc1-c1ccc(N2C(=O)c3ccc(C(=O)Oc4ccc(C(C)(C)c5ccc(OC=O)cc5)cc4)cc3C2=O)cc1C,N2,20,10,441
Cc1cc(N2C(=O)c3ccccc3C2=O)ccc1-c1ccc(N2C(=O)c3ccc(C(=O)Oc4c(C)cc(C(C)(C)c5cc(C)c(OC=O)c(C)c5)cc4C)cc3C2=O)cc1C,N2,20,10,437
Cc1cc(OC=O)ccc1-c1ccc(OC(=O)c2ccc3c(c2)C(=O)N(c2ccc(-c4ccc(N5C(=O)c6ccccc6C5=O)cc4C)c(C)c2)C3=O)cc1C,N2,20,10,451
Cc1cc(N2C(=O)c3ccccc3C2=O)ccc1-c1ccc(N2C(=O)c3ccc(C(=O)Oc4cc(OC=O)ccc4C45CC6CC(CC(C6)C4)C5)cc3C2=O)cc1C,N2,20,10,456
Cc1cc(N2C(=O)c3ccccc3C2=O)ccc1-c1ccc(N2C(=O)c3ccc(C(=O)Oc4ccc(C5(c6ccc(OC=O)cc6)C6CC7CC(C6)CC5C7)cc4)cc3C2=O)cc1C,N2,20,10,452
Cc1cc(N2C(=O)c3ccccc3C2=O)ccc1-c1ccc(N2C(=O)c3ccc(C(=O)Oc4ccc(C5(c6ccc(OC=O)cc6)CC6CC5C5CCCC65)cc4)cc3C2=O)cc1C,N2,20,10,433
Cc1cc(N2C(=O)c3ccccc3C2=O)ccc1-c1ccc(N2C(=O)c3ccc(C(=O)Oc4ccc(C5(c6ccc(OC=O)cc6)CCCCCCCCCCC5)cc4)cc3C2=O)cc1C,N2,20,10,415
Cc1cc(N2C(=O)c3ccccc3C2=O)ccc1-c1ccc(N2C(=O)c3ccc(C(=O)Oc4ccc(C5(c6ccc(OC=O)cc6)CCC(C(C)(C)C)CC5)cc4)cc3C2=O)cc1C,N2,20,10,451
O=c1[nH]c(=O)c2c1ccc1c(=O)n(-c3ccc(Oc4ccccc4)cc3)c(=O)c12,air,10,5,444
O=c1[nH]c(=O)c2c1ccc1c(=O)n(-c3ccc(Cc4ccccc4)cc3)c(=O)c12,air,10,5,450
Cc1cccc(Cc2ccc(-n3c(=O)c4ccc5c(=O)[nH]c(=O)c5c4c3=O)c(C)c2)c1,air,10,5,436
O=c1[nH]c(=O)c2c1ccc1c(=O)n(-c3ccc(Oc4ccc(Oc5ccccc5)cc4)cc3)c(=O)c12,air,10,5,429
CC(C)(c1ccc(Oc2ccccc2)cc1)c1ccc(Oc2ccc(-n3c(=O)c4ccc5c(=O)[nH]c(=O)c5c4c3=O)cc2)cc1,air,10,5,440
Cc1cc2c(c(C)c1N1C(=O)c3ccc(Oc4ccc5c(c4)C(=O)NC5=O)cc3C1=O)CCC2(C)C,N2,10,0,500
Cc1cc2c(c(C)c1N1C(=O)c3ccc(Oc4ccc5c(c4)C(=O)NC5=O)cc3C1=O)CCC2(C)C,N2,10,5,530
Cc1cc2c(c(C)c1N1C(=O)c3ccc(-c4ccc5c(c4)C(=O)NC5=O)cc3C1=O)CCC2(C)C,N2,10,0,500
Cc1cc2c(c(C)c1N1C(=O)c3ccc(-c4ccc5c(c4)C(=O)NC5=O)cc3C1=O)CCC2(C)C,N2,10,5,570
Cc1c2c(c(N3C(=O)c4ccc(C(C)C)cc4C3=O)c(C)c1N1C(=O)c3ccccc3C1=O)C(C)(C)CC2,N2,10,0,500
Cc1c2c(c(N3C(=O)c4ccc(C(C)C)cc4C3=O)c(C)c1N1C(=O)c3ccccc3C1=O)C(C)(C)CC2,N2,10,5,530
Cc1ccccc1Oc1ccccc1Oc1ccc(-n2c(=O)c3cc4c(=O)[nH]c(=O)c4cc3c2=O)cc1C,air,20,10,582
Cc1ccccc1Oc1ccccc1Oc1ccc(-n2c(=O)c3cc4c(=O)[nH]c(=O)c4cc3c2=O)cc1C,N2,20,10,592
Cc1cc(N2C(=O)c3ccccc3C2=O)ccc1Oc1ccccc1Oc1ccc(N2C(=O)c3ccc(C=O)cc3C2=O)cc1C,air,20,10,570
Cc1cc(N2C(=O)c3ccccc3C2=O)ccc1Oc1ccccc1Oc1ccc(N2C(=O)c3ccc(C=O)cc3C2=O)cc1C,N2,20,10,585
Cc1ccccc1Oc1ccccc1Oc1ccc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)NC5=O)cc3C2=O)cc1C,air,20,10,592
Cc1ccccc1Oc1ccccc1Oc1ccc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)NC5=O)cc3C2=O)cc1C,N2,20,10,602
Cc1ccccc1Oc1ccccc1Oc1ccc(N2C(=O)c3ccc(S(=O)(=O)c4ccc5c(c4)C(=O)NC5=O)cc3C2=O)cc1C,air,20,10,547
Cc1ccccc1Oc1ccccc1Oc1ccc(N2C(=O)c3ccc(S(=O)(=O)c4ccc5c(c4)C(=O)NC5=O)cc3C2=O)cc1C,N2,20,10,541
Cc1ccccc1Oc1ccccc1Oc1ccc(N2C(=O)c3ccc(Oc4ccc5c(c4)C(=O)NC5=O)cc3C2=O)cc1C,air,20,10,582
Cc1ccccc1Oc1ccccc1Oc1ccc(N2C(=O)c3ccc(Oc4ccc5c(c4)C(=O)NC5=O)cc3C2=O)cc1C,N2,20,10,590
Cc1cc(N2C(=O)c3ccccc3C2=O)ccc1Oc1ccccc1Oc1ccc(N2C(=O)c3ccc(C(C)C)cc3C2=O)cc1C,air,20,10,550
Cc1cc(N2C(=O)c3ccccc3C2=O)ccc1Oc1ccccc1Oc1ccc(N2C(=O)c3ccc(C(C)C)cc3C2=O)cc1C,N2,20,10,560
O=CNc1cccc(P(=O)(c2ccccc2)c2cccc(NC(=O)c3ccc4c(c3)C(=O)N(c3cccc(P(=O)(c5ccccc5)c5cccc(N6C(=O)c7ccccc7C6=O)c5)c3)C4=O)c2)c1,N2,10,5,322.5
O=CNc1cccc(P(=O)(c2ccccc2)c2cccc(NC(=O)c3ccc4c(c3)C(=O)N(c3cccc(P(=O)(c5ccccc5)c5cccc(N6C(=O)c7ccccc7C6=O)c5)c3)C4=O)c2)c1,N2,10,10,670
O=CNc1ccc(-c2cc(-c3ccccc3)cc(-c3ccc(NC(=O)c4ccc5c(c4)C(=O)N(c4cccc(P(=O)(c6ccccc6)c6cccc(N7C(=O)c8ccccc8C7=O)c6)c4)C5=O)cc3)n2)cc1,N2,10,10,600
O=CNc1ccc(S(=O)(=O)c2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3cccc(P(=O)(c5ccccc5)c5cccc(N6C(=O)c7ccccc7C6=O)c5)c3)C4=O)cc2)cc1,N2,10,10,590
O=CNc1ccc(NC(=O)c2ccc3c(c2)C(=O)N(c2cccc(P(=O)(c4ccccc4)c4cccc(N5C(=O)c6ccccc6C5=O)c4)c2)C3=O)cc1,N2,10,5,332.5
O=CNc1ccc(Cc2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3cccc(P(=O)(c5ccccc5)c5cccc(N6C(=O)c7ccccc7C6=O)c5)c3)C4=O)cc2)cc1,N2,10,10,532
O=CNc1ccc(Oc2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3cccc(P(=O)(c5ccccc5)c5cccc(N6C(=O)c7ccccc7C6=O)c5)c3)C4=O)cc2)cc1,N2,10,10,590
O=CNc1ccc2c(c1)-c1cc(NC(=O)c3ccc4c(c3)C(=O)N(c3cccc(P(=O)(c5ccccc5)c5cccc(N6C(=O)c7ccccc7C6=O)c5)c3)C4=O)ccc1C2,N2,10,10,547
O=CNc1ccc(-c2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3cccc(P(=O)(c5ccccc5)c5cccc(N6C(=O)c7ccccc7C6=O)c5)c3)C4=O)cc2)cc1,N2,10,10,640
CCC(=O)N1C(=O)N(C(=O)C(C)n2c(=O)c3cc4c(=O)[nH]c(=O)c4cc3c2=O)C(=O)C1(c1ccccc1)c1ccccc1,N2,10,5,292.5
CCC(=O)N1C(=O)N(C(=O)C(C)n2c(=O)c3cc4c(=O)[nH]c(=O)c4cc3c2=O)C(=O)C1(c1ccccc1)c1ccccc1,N2,10,10,365
CCC(=O)N1C(=O)N(C(=O)C(C)n2c(=O)c3cc4c(=O)[nH]c(=O)c4cc3c2=O)C(=O)C1(c1ccc(Cl)cc1)c1ccc(Cl)cc1,N2,10,5,252.5
CCC(=O)N1C(=O)N(C(=O)C(C)n2c(=O)c3cc4c(=O)[nH]c(=O)c4cc3c2=O)C(=O)C1(c1ccc(Cl)cc1)c1ccc(Cl)cc1,N2,10,10,362.5
CC(C)(c1ccccc1)c1ccc(Oc2ccccc2-n2c(=O)c3cc4c(=O)[nH]c(=O)c4cc3c2=O)cc1,N2,10,0,420
CC(C)(c1ccccc1)c1ccc(Oc2ccccc2-n2c(=O)c3cc4c(=O)[nH]c(=O)c4cc3c2=O)cc1,N2,10,10,500
CC(C)(c1ccccc1)c1ccc(Oc2ccccc2N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)NC5=O)cc3C2=O)cc1,N2,10,0,435
CC(C)(c1ccccc1)c1ccc(Oc2ccccc2N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)NC5=O)cc3C2=O)cc1,N2,10,10,470
CC(C)(c1ccccc1)c1ccc(Oc2ccc(N3C(=O)c4ccc(C=O)cc4C3=O)cc2N2C(=O)c3ccccc3C2=O)cc1,N2,10,0,470
CC(C)(c1ccccc1)c1ccc(Oc2ccc(N3C(=O)c4ccc(C=O)cc4C3=O)cc2N2C(=O)c3ccccc3C2=O)cc1,N2,10,10,490
Cc1ccc(S(=O)(=O)c2ccc(Oc3ccccc3-n3c(=O)c4cc5c(=O)[nH]c(=O)c5cc4c3=O)cc2)cc1,N2,10,0,410
Cc1ccc(S(=O)(=O)c2ccc(Oc3ccccc3-n3c(=O)c4cc5c(=O)[nH]c(=O)c5cc4c3=O)cc2)cc1,N2,10,10,450
Cc1ccc(S(=O)(=O)c2ccc(Oc3ccccc3N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)NC6=O)cc4C3=O)cc2)cc1,N2,10,0,420
Cc1ccc(S(=O)(=O)c2ccc(Oc3ccccc3N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)NC6=O)cc4C3=O)cc2)cc1,N2,10,10,480
Cc1ccc(S(=O)(=O)c2ccc(Oc3ccc(N4C(=O)c5ccc(C=O)cc5C4=O)cc3N3C(=O)c4ccccc4C3=O)cc2)cc1,N2,10,0,415
Cc1ccc(S(=O)(=O)c2ccc(Oc3ccc(N4C(=O)c5ccc(C=O)cc5C4=O)cc3N3C(=O)c4ccccc4C3=O)cc2)cc1,N2,10,10,465
O=C1CC(Oc2ccc(/N=C/c3ccc(OC4CC(=O)N(c5ccc(Oc6ccccc6)cc5)C4=O)cc3)cc2)C(=O)N1,air,12,10,390
O=C1CC(Oc2ccc(/C=N/c3ccc(Oc4ccc(/N=C/c5ccc(OC6CC(=O)N(c7ccc(Oc8ccccc8)cc7)C6=O)cc5)cc4)cc3)cc2)C(=O)N1,air,12,10,385
O=C1CC(Oc2ccc(/C=N/c3ccc(Oc4ccc(-c5ccc(Oc6ccc(/N=C/c7ccc(OC8CC(=O)N(c9ccc(Oc%10ccccc%10)cc9)C8=O)cc7)cc6)cc5)cc4)cc3)cc2)C(=O)N1,air,12,10,410
O=C1CC(Oc2ccc(/N=C/c3ccc(OC4CC(=O)N(c5ccc(CCc6ccccc6)cc5)C4=O)cc3)cc2)C(=O)N1,air,12,10,370
O=C1CC(Oc2ccc(/C=N/c3ccc(Oc4ccc(/N=C/c5ccc(OC6CC(=O)N(c7ccc(CCc8ccccc8)cc7)C6=O)cc5)cc4)cc3)cc2)C(=O)N1,air,12,10,365
